ID,OID,Sign_Name,List,Number,Source
c-o0001875-LAK720,o0001875,|LAK648×(PAP.PAP.LU₃)|,LAK,720,osl
c-o0001876-LAK719,o0001876,|LAK648×(ŠEŠ.KI)|,LAK,719,osl
c-o0001883-LAK718,o0001883,|LAK648×UD|,LAK,718,osl
c-o0025852-LAK712-a,o0025852,LAK712a,LAK,712^a,osl
c-o0038394-LAK712-b,o0038394,LAK712b,LAK,712^b,osl
c-o0027551-LAK722,o0027551,LAK722,LAK,722,osl
c-o0027551-RSP359,o0027551,LAK722,RSP,359,osl
c-o0000411-LAK724,o0000411,LAK724,LAK,724,osl
c-o0000414-LAK748,o0000414,LAK748,LAK,748,osl
c-o0000415-LAK749,o0000415,LAK749,LAK,749,osl
c-o0000415-RSP436,o0000415,LAK749,RSP,436,osl
c-o0000416-LAK764,o0000416,LAK764,LAK,764,osl
c-o0000416-PTACE086,o0000416,LAK764,PTACE,086,osl
c-o0000416-REC448bis,o0000416,LAK764,REC,448bis,osl
c-o0018528-LAK765,o0018528,LAK765,LAK,765,osl
c-o0025854-LAK772-a,o0025854,LAK772b,LAK,772^a,osl
c-o0027553-LAK773,o0027553,LAK773,LAK,773,osl
c-o0000417-LAK774,o0000417,LAK774,LAK,774,osl
c-o0021461-LAK779,o0021461,LAK779,LAK,779,osl
c-o0021461-BAU276,o0021461,LAK779,BAU,276,osl
c-o0021461-ZATU149,o0021461,LAK779,ZATU,149,osl
c-o0027557-LAK804,o0027557,LAK804,LAK,804,osl
c-o0027559-LAK805,o0027559,LAK805,LAK,805,osl
c-o0027561-LAK806,o0027561,LAK806,LAK,806,osl
c-o0000419-LAK811,o0000419,LAK811,LAK,811,osl
c-o0000420-LAK812,o0000420,LAK812,LAK,812,osl
c-o0000425-LAK206,o0000425,LI,LAK,206,osl
c-o0000425-ASY031,o0000425,LI,ASY,031,osl
c-o0000425-ABZL381,o0000425,LI,ABZL,381,osl
c-o0000425-BAU131,o0000425,LI,BAU,131,osl
c-o0000425-ELLES120,o0000425,LI,ELLES,120,osl
c-o0000425-GCSL104,o0000425,LI,GCSL,104,osl
c-o0000425-HZL343,o0000425,LI,HZL,343,osl
c-o0000425-KWU324,o0000425,LI,KWU,324,osl
c-o0000425-KWU640,o0000425,LI,KWU,640,osl
c-o0000425-MZL085,o0000425,LI,MZL,085,osl
c-o0000425-PTACE047,o0000425,LI,PTACE,047,osl
c-o0000425-RSP445,o0000425,LI,RSP,445,osl
c-o0000425-SLLHA059,o0000425,LI,SLLHA,059,osl
c-o0000425-SYA026,o0000425,LI,SYA,026,osl
c-o0000426-LAK094-2,o0000426,LIL,LAK,094,osl
c-o0000426-ASY188-2,o0000426,LIL,ASY,188,osl
c-o0000426-ABZL091,o0000426,LIL,ABZL,091,osl
c-o0000426-GCSL054-2,o0000426,LIL,GCSL,054,osl
c-o0000426-HZL127,o0000426,LIL,HZL,127,osl
c-o0000426-KWU147-2,o0000426,LIL,KWU,147,osl
c-o0000426-MZL544,o0000426,LIL,MZL,544,osl
c-o0000426-REC056-2,o0000426,LIL,REC,056,osl
c-o0000426-RSP127,o0000426,LIL,RSP,127,osl
c-o0000426-SLLHA336,o0000426,LIL,SLLHA,336,osl
c-o0000426-SYA163,o0000426,LIL,SYA,163,osl
c-o0000298-LAK208-2,o0000298,REC145,LAK,208,osl
c-o0000298-KWU634-2,o0000298,REC145,KWU,634,osl
c-o0000298-REC145-2,o0000298,REC145,REC,145,osl
c-o0000298-LAK208-3,o0000298,REC145,LAK,208,osl
c-o0000298-KWU634-3,o0000298,REC145,KWU,634,osl
c-o0000298-REC145-3,o0000298,REC145,REC,145,osl
c-o0000298-RSP444-2,o0000298,REC145,RSP,444,osl
c-o0000427-ABZL472,o0000427,LIMMU,ABZL,472,osl
c-o0000427-HZL370,o0000427,LIMMU,HZL,370,osl
c-o0000427-MZL860,o0000427,LIMMU,MZL,860,osl
c-o0000427-SLLHA597,o0000427,LIMMU,SLLHA,597,osl
c-o0000431-LAK279,o0000431,LIŠ,LAK,279,osl
c-o0000431-ASY220,o0000431,LIŠ,ASY,220,osl
c-o0000431-ABZL232,o0000431,LIŠ,ABZL,232,osl
c-o0000431-HZL286,o0000431,LIŠ,HZL,286,osl
c-o0000431-KWU339,o0000431,LIŠ,KWU,339,osl
c-o0000431-MZL591,o0000431,LIŠ,MZL,591,osl
c-o0000431-PTACE140,o0000431,LIŠ,PTACE,140,osl
c-o0000431-RSP046,o0000431,LIŠ,RSP,046,osl
c-o0000431-SLLHA377,o0000431,LIŠ,SLLHA,377,osl
c-o0000431-SYA192,o0000431,LIŠ,SYA,192,osl
c-o0000433-LAK775,o0000433,LU,LAK,775,osl
c-o0000433-ASY292,o0000433,LU,ASY,292,osl
c-o0000433-ABZL416,o0000433,LU,ABZL,416,osl
c-o0000433-BAU272,o0000433,LU,BAU,272,osl
c-o0000433-ELLES378,o0000433,LU,ELLES,378,osl
c-o0000433-GCSL317,o0000433,LU,GCSL,317,osl
c-o0000433-HZL210,o0000433,LU,HZL,210,osl
c-o0000433-KWU891,o0000433,LU,KWU,891,osl
c-o0000433-MZL812,o0000433,LU,MZL,812,osl
c-o0000433-PTACE314,o0000433,LU,PTACE,314,osl
c-o0000433-RSP260,o0000433,LU,RSP,260,osl
c-o0000433-SLLHA537,o0000433,LU,SLLHA,537,osl
c-o0000433-SYA257,o0000433,LU,SYA,257,osl
c-o0221968-LAK780,o0221968,DIB,LAK,780,osl
c-o0221968-ASY293,o0221968,DIB,ASY,293,osl
c-o0001909-LAK776,o0001909,|LU.HUL₂|,LAK,776,osl
c-o0001909-BAU274,o0001909,|LU.HUL₂|,BAU,274,osl
c-o0001909-ELLES379,o0001909,|LU.HUL₂|,ELLES,379,osl
c-o0001909-PTACE315,o0001909,|LU.HUL₂|,PTACE,315,osl
c-o0001909-RSP261,o0001909,|LU.HUL₂|,RSP,261,osl
c-o0001928-KWU871,o0001928,|LU×BAD|,KWU,871,osl
c-o0001928-MZL814,o0001928,|LU×BAD|,MZL,814,osl
c-o0000439-LAK337,o0000439,LU₂,LAK,337,osl
c-o0000439-ASY180,o0000439,LU₂,ASY,180,osl
c-o0000439-ABZL253,o0000439,LU₂,ABZL,253,osl
c-o0000439-BAU236,o0000439,LU₂,BAU,236,osl
c-o0000439-ELLES188,o0000439,LU₂,ELLES,188,osl
c-o0000439-GCSL218,o0000439,LU₂,GCSL,218,osl
c-o0000439-HZL078,o0000439,LU₂,HZL,078,osl
c-o0000439-KWU080,o0000439,LU₂,KWU,080,osl
c-o0000439-MZL514,o0000439,LU₂,MZL,514,osl
c-o0000439-PTACE017,o0000439,LU₂,PTACE,017,osl
c-o0000439-RSP396,o0000439,LU₂,RSP,396,osl
c-o0000439-SLLHA330,o0000439,LU₂,SLLHA,330,osl
c-o0000439-SYA157,o0000439,LU₂,SYA,157,osl
c-o0001953-ABZL255,o0001953,|LU₂@LU₂|,ABZL,255,osl
c-o0001953-SLLHA330_60,o0001953,|LU₂@LU₂|,SLLHA,330_60,osl
c-o0001929-SLLHA330_60v,o0001929,|LU₂%LU₂|,SLLHA,330_60v,osl
c-o0000651-SLLHA330_60n2,o0000651,|4×LU₂|,SLLHA,330_60n2,osl
c-o0001964-MZL523,o0001964,|LU₂×AL|,MZL,523,osl
c-o0001964-SLLHA330_7an1,o0001964,|LU₂×AL|,SLLHA,330_7an1,osl
c-o0001967-LAK344,o0001967,|LU₂×BAD|,LAK,344,osl
c-o0001967-ASY181,o0001967,|LU₂×BAD|,ASY,181,osl
c-o0001967-ABZL256,o0001967,|LU₂×BAD|,ABZL,256,osl
c-o0001967-BAU237,o0001967,|LU₂×BAD|,BAU,237,osl
c-o0001967-KWU082,o0001967,|LU₂×BAD|,KWU,082,osl
c-o0001967-MZL517,o0001967,|LU₂×BAD|,MZL,517,osl
c-o0001967-PTACE018,o0001967,|LU₂×BAD|,PTACE,018,osl
c-o0001967-RSP397,o0001967,|LU₂×BAD|,RSP,397,osl
c-o0001967-SLLHA330_6,o0001967,|LU₂×BAD|,SLLHA,330_6,osl
c-o0027189-ZATU020,o0027189,|LU₂×UŠ₂|,ZATU,020,osl
c-o0001968-LAK338,o0001968,|LU₂×DIŠ|,LAK,338,osl
c-o0001971-ABZL259,o0001971,|LU₂×EŠ₂|,ABZL,259,osl
c-o0001971-SLLHA330_7c,o0001971,|LU₂×EŠ₂|,SLLHA,330_7c,osl
c-o0001970-MZL531,o0001970,|LU₂×EŠ₂@t|,MZL,531,osl
c-o0001970-SLLHA330_7cn,o0001970,|LU₂×EŠ₂@t|,SLLHA,330_7cn,osl
c-o0001973-ABZL258,o0001973,|LU₂×GAN₂@t|,ABZL,258,osl
c-o0001973-ELLES189,o0001973,|LU₂×GAN₂@t|,ELLES,189,osl
c-o0001973-MZL521,o0001973,|LU₂×GAN₂@t|,MZL,521,osl
c-o0001973-PTACE019,o0001973,|LU₂×GAN₂@t|,PTACE,019,osl
c-o0001973-SLLHA330_7,o0001973,|LU₂×GAN₂@t|,SLLHA,330_7,osl
c-o0001974-LAK340,o0001974,|LU₂×HAL|,LAK,340,osl
c-o0001975-MZL525,o0001975,|LU₂×HI×BAD|,MZL,525,osl
c-o0001975-SLLHA330_7an3v,o0001975,|LU₂×HI×BAD|,SLLHA,330_7an3v,osl
c-o0001976-MZL526,o0001976,|LU₂×IM|,MZL,526,osl
c-o0001976-SLLHA330_7an2,o0001976,|LU₂×IM|,SLLHA,330_7an2,osl
c-o0001977-MZL519,o0001977,|LU₂×KAD₂|,MZL,519,osl
c-o0001977-SLLHA330_0n,o0001977,|LU₂×KAD₂|,SLLHA,330_0n,osl
c-o0001979-MZL527,o0001979,|LU₂×KI|,MZL,527,osl
c-o0001979-SLLHA330_7an4,o0001979,|LU₂×KI|,SLLHA,330_7an4,osl
c-o0001980-MZL528,o0001980,|LU₂×LAGAB|,MZL,528,osl
c-o0001980-SLLHA330_7b,o0001980,|LU₂×LAGAB|,SLLHA,330_7b,osl
c-o0001960-MZL527,o0001960,|LU₂×(ME.EN)|,MZL,527',osl
c-o0001960-SLLHA330_7bn,o0001960,|LU₂×(ME.EN)|,SLLHA,330_7bn,osl
c-o0001981-ABZL257,o0001981,|LU₂×NE|,ABZL,257,osl
c-o0001981-MZL522,o0001981,|LU₂×NE|,MZL,522,osl
c-o0001981-SLLHA330_7a,o0001981,|LU₂×NE|,SLLHA,330_7a,osl
c-o0001961-LAK341,o0001961,|LU₂×(PAP.PAP.LU₃)|,LAK,341,osl
c-o0001963-MZL533,o0001963,|LU₂×(SIK₂.BU)|,MZL,533,osl
c-o0001963-SLLHA330_7dn,o0001963,|LU₂×(SIK₂.BU)|,SLLHA,330_7dn,osl
c-o0001984-LAK342,o0001984,|LU₂×TAK₄|,LAK,342,osl
c-o0001985-MZL530,o0001985,|LU₂×TUG₂|,MZL,530,osl
c-o0001985-SLLHA330_7c,o0001985,|LU₂×TUG₂|,SLLHA,330_7c,osl
c-o0038408-ABZL200,o0038408,LU₂@g@s,ABZL,200,osl
c-o0001955-LAK339,o0001955,|LU₂@g×AŠ|,LAK,339,osl
c-o0001955-ELLES190,o0001955,|LU₂@g×AŠ|,ELLES,190,osl
c-o0000440-ABZL254,o0000440,LU₂@s,ABZL,254,osl
c-o0000440-BAU277,o0000440,LU₂@s,BAU,277,osl
c-o0000440-KWU081,o0000440,LU₂@s,KWU,081,osl
c-o0000440-MZL516,o0000440,LU₂@s,MZL,516,osl
c-o0000440-REC290,o0000440,LU₂@s,REC,290,osl
c-o0000440-RSP398,o0000440,LU₂@s,RSP,398,osl
c-o0000440-SLLHA330_8n,o0000440,LU₂@s,SLLHA,330_8n,osl
c-o0000358-LAK349,o0000358,LAK349,LAK,349,osl
c-o0001957-LAK345,o0001957,|LU₂@s×BAD|,LAK,345,osl
c-o0001957-KWU083,o0001957,|LU₂@s×BAD|,KWU,083,osl
c-o0000441-MZL515,o0000441,LU₂@t,MZL,515,osl
c-o0000441-SLLHA330_0,o0000441,LU₂@t,SLLHA,330_0,osl
c-o0000443-LAK790,o0000443,LU₃,LAK,790,osl
c-o0000443-ASY196,o0000443,LU₃,ASY,196,osl
c-o0000443-ABZL216,o0000443,LU₃,ABZL,216,osl
c-o0000443-BAU288,o0000443,LU₃,BAU,288,osl
c-o0000443-ELLES386,o0000443,LU₃,ELLES,386,osl
c-o0000443-GCSL067,o0000443,LU₃,GCSL,067,osl
c-o0000443-KWU293,o0000443,LU₃,KWU,293,osl
c-o0000443-MZL555,o0000443,LU₃,MZL,555,osl
c-o0000443-PTACE319,o0000443,LU₃,PTACE,319,osl
c-o0000443-RSP257,o0000443,LU₃,RSP,257,osl
c-o0000443-SLLHA345,o0000443,LU₃,SLLHA,345,osl
c-o0000443-SYA171,o0000443,LU₃,SYA,171,osl
c-o0000434-LAK165,o0000434,LUGAL,LAK,165,osl
c-o0000434-ASY112,o0000434,LUGAL,ASY,112,osl
c-o0000434-ABZL221a,o0000434,LUGAL,ABZL,221a,osl
c-o0000434-ELLES094,o0000434,LUGAL,ELLES,094,osl
c-o0000434-GCSL077,o0000434,LUGAL,GCSL,077,osl
c-o0000434-HZL115,o0000434,LUGAL,HZL,115,osl
c-o0000434-KWU313,o0000434,LUGAL,KWU,313,osl
c-o0000434-MZL266,o0000434,LUGAL,MZL,266,osl
c-o0000434-PTACE107,o0000434,LUGAL,PTACE,107,osl
c-o0000434-RSP130,o0000434,LUGAL,RSP,130,osl
c-o0000434-SLLHA151,o0000434,LUGAL,SLLHA,151,osl
c-o0001915-MZL267,o0001915,|LUGAL.GAN|,MZL,267,osl
c-o0001915-SLLHA150v2,o0001915,|LUGAL.GAN|,SLLHA,150v2,osl
c-o0001912-SLLHA151vn,o0001912,|LUGAL&LUGAL|,SLLHA,151vn,osl
c-o0001917-MZL268,o0001917,|LUGAL@LUGAL|,MZL,268,osl
c-o0001917-SLLHA151v,o0001917,|LUGAL@LUGAL|,SLLHA,151v,osl
c-o0000435-LAK166,o0000435,LUGAL@s,LAK,166,osl
c-o0000436-LAK168,o0000436,LUH,LAK,168,osl
c-o0000436-ASY172,o0000436,LUH,ASY,172,osl
c-o0000436-ABZL196,o0000436,LUH,ABZL,196,osl
c-o0000436-BAU092,o0000436,LUH,BAU,092,osl
c-o0000436-ELLES096,o0000436,LUH,ELLES,096,osl
c-o0000436-GCSL079,o0000436,LUH,GCSL,079,osl
c-o0000436-HZL198,o0000436,LUH,HZL,198,osl
c-o0000436-KWU321,o0000436,LUH,KWU,321,osl
c-o0000436-KWU766,o0000436,LUH,KWU,766,osl
c-o0000436-MZL494,o0000436,LUH,MZL,494,osl
c-o0000436-PTACE104,o0000436,LUH,PTACE,104,osl
c-o0000436-RSP131,o0000436,LUH,RSP,131,osl
c-o0000436-SLLHA321,o0000436,LUH,SLLHA,321,osl
c-o0000436-SYA150,o0000436,LUH,SYA,150,osl
c-o0000437-LAK242,o0000437,LUL,LAK,242,osl
c-o0000437-LAK243,o0000437,LUL,LAK,243,osl
c-o0000437-ASY207,o0000437,LUL,ASY,207,osl
c-o0000437-ABZL296,o0000437,LUL,ABZL,296,osl
c-o0000437-BAU103a,o0000437,LUL,BAU,103a,osl
c-o0000437-BAU160,o0000437,LUL,BAU,160,osl
c-o0000437-ELLES136,o0000437,LUL,ELLES,136,osl
c-o0000437-GCSL164,o0000437,LUL,GCSL,164,osl
c-o0000437-KWU455,o0000437,LUL,KWU,455,osl
c-o0000437-MZL570,o0000437,LUL,MZL,570,osl
c-o0000437-PTACE131,o0000437,LUL,PTACE,131,osl
c-o0000437-RSP468,o0000437,LUL,RSP,468,osl
c-o0000437-SLLHA355,o0000437,LUL,SLLHA,355,osl
c-o0000437-SYA181,o0000437,LUL,SYA,181,osl
c-o0000335-LAK244,o0000335,LAK244,LAK,244,osl
c-o0000335-ELLES138,o0000335,LAK244,ELLES,138,osl
c-o0000335-RSP468ter,o0000335,LAK244,RSP,468ter,osl
c-o0221921-RSP468bis,o0221921,RSP468bis,RSP,468bis,osl
c-o0000438-LAK194,o0000438,LUM,LAK,194,osl
c-o0000438-ASY307,o0000438,LUM,ASY,307,osl
c-o0000438-ABZL248,o0000438,LUM,ABZL,248,osl
c-o0000438-BAU123,o0000438,LUM,BAU,123,osl
c-o0000438-ELLES114,o0000438,LUM,ELLES,114,osl
c-o0000438-GCSL100,o0000438,LUM,GCSL,100,osl
c-o0000438-HZL310,o0000438,LUM,HZL,310,osl
c-o0000438-KWU358,o0000438,LUM,KWU,358,osl
c-o0000438-MZL900,o0000438,LUM,MZL,900,osl
c-o0000438-PTACE213,o0000438,LUM,PTACE,213,osl
c-o0000438-RSP138,o0000438,LUM,RSP,138,osl
c-o0000438-SLLHA565,o0000438,LUM,SLLHA,565,osl
c-o0000438-SYA271,o0000438,LUM,SYA,271,osl
c-o0001926-MZL902,o0001926,|LUM&LUM|,MZL,902,osl
c-o0001924-MZL904,o0001924,|LUM&LUM.GAR&GAR|,MZL,904,osl
c-o0001924-SLLHA566b,o0001924,|LUM&LUM.GAR&GAR|,SLLHA,566b,osl
c-o0001925-MZL903,o0001925,|LUM&LUM.ŠU₂|,MZL,903,osl
c-o0001925-SLLHA566,o0001925,|LUM&LUM.ŠU₂|,SLLHA,566,osl
c-o0000444-LAK034,o0000444,MA,LAK,034,osl
c-o0000444-ASY193,o0000444,MA,ASY,193,osl
c-o0000444-ABZL166,o0000444,MA,ABZL,166,osl
c-o0000444-BAU028,o0000444,MA,BAU,028,osl
c-o0000444-BAU079,o0000444,MA,BAU,079,osl
c-o0000444-ELLES019,o0000444,MA,ELLES,019,osl
c-o0000444-GCSL009,o0000444,MA,GCSL,009,osl
c-o0000444-HZL208,o0000444,MA,HZL,208,osl
c-o0000444-KWU098,o0000444,MA,KWU,098,osl
c-o0000444-MZL552,o0000444,MA,MZL,552,osl
c-o0000444-PTACE026,o0000444,MA,PTACE,026,osl
c-o0000444-RSP289,o0000444,MA,RSP,289,osl
c-o0000444-SLLHA342,o0000444,MA,SLLHA,342,osl
c-o0000444-SYA168,o0000444,MA,SYA,168,osl
c-o0021456-PTACE028,o0021456,|MA×GAN₂@t|,PTACE,028,osl
c-o0000445-LAK035,o0000445,MA@g,LAK,035,osl
c-o0000445-ABZL218,o0000445,MA@g,ABZL,218,osl
c-o0000445-ELLES020,o0000445,MA@g,ELLES,020,osl
c-o0000445-HZL219,o0000445,MA@g,HZL,219,osl
c-o0000445-KWU292,o0000445,MA@g,KWU,292,osl
c-o0000445-MZL270,o0000445,MA@g,MZL,270,osl
c-o0000445-PTACE027,o0000445,MA@g,PTACE,027,osl
c-o0000445-RSP290,o0000445,MA@g,RSP,290,osl
c-o0000445-SLLHA146,o0000445,MA@g,SLLHA,146,osl
c-o0001989-ELLES164,o0001989,|MA@g×TAK₄|,ELLES,164,osl
c-o0000452-LAK529,o0000452,MA₂,LAK,529,osl
c-o0000452-ASY088,o0000452,MA₂,ASY,088,osl
c-o0000452-ABZL050,o0000452,MA₂,ABZL,050,osl
c-o0000452-ELLES282,o0000452,MA₂,ELLES,282,osl
c-o0000452-GCSL032,o0000452,MA₂,GCSL,032,osl
c-o0000452-HZL087,o0000452,MA₂,HZL,087,osl
c-o0000452-KWU097,o0000452,MA₂,KWU,097,osl
c-o0000452-MZL201,o0000452,MA₂,MZL,201,osl
c-o0000452-PTACE033,o0000452,MA₂,PTACE,033,osl
c-o0000452-RSP294,o0000452,MA₂,RSP,294,osl
c-o0000452-SLLHA122,o0000452,MA₂,SLLHA,122,osl
c-o0000452-SYA077,o0000452,MA₂,SYA,077,osl
c-o0002006-MZL202,o0002006,|MA₂.MUG|,MZL,202,osl
c-o0002006-SLLHA122a,o0002006,|MA₂.MUG|,SLLHA,122a,osl
c-o0002003-ABZL051,o0002003,|MA₂.KAK|,ABZL,051,osl
c-o0000446-LAK057,o0000446,MAH,LAK,057,osl
c-o0000446-ASY029,o0000446,MAH,ASY,029,osl
c-o0000446-ABZL006,o0000446,MAH,ABZL,006,osl
c-o0000446-GCSL023,o0000446,MAH,GCSL,023,osl
c-o0000446-HZL010,o0000446,MAH,HZL,010,osl
c-o0000446-KWU091,o0000446,MAH,KWU,091,osl
c-o0000446-MZL091,o0000446,MAH,MZL,091,osl
c-o0000446-PTACE242,o0000446,MAH,PTACE,242,osl
c-o0000446-RSP368,o0000446,MAH,RSP,368,osl
c-o0000446-SLLHA057,o0000446,MAH,SLLHA,057,osl
c-o0000446-SYA024,o0000446,MAH,SYA,024,osl
c-o0000448-LAK126,o0000448,MAR,LAK,126,osl
c-o0000448-ASY162,o0000448,MAR,ASY,162,osl
c-o0000448-ABZL144,o0000448,MAR,ABZL,144,osl
c-o0000448-BAU078,o0000448,MAR,BAU,078,osl
c-o0000448-ELLES070,o0000448,MAR,ELLES,070,osl
c-o0000448-GCSL061,o0000448,MAR,GCSL,061,osl
c-o0000448-HZL191,o0000448,MAR,HZL,191,osl
c-o0000448-KWU183,o0000448,MAR,KWU,183,osl
c-o0000448-MZL483,o0000448,MAR,MZL,483,osl
c-o0000448-PTACE078,o0000448,MAR,PTACE,078,osl
c-o0000448-RSP115,o0000448,MAR,RSP,115,osl
c-o0000448-SLLHA307,o0000448,MAR,SLLHA,307,osl
c-o0000448-SYA140,o0000448,MAR,SYA,140,osl
c-o0000449-LAK042,o0000449,MAŠ,LAK,042,osl
c-o0000449-ASY047,o0000449,MAŠ,ASY,047,osl
c-o0000449-ABZL029,o0000449,MAŠ,ABZL,029,osl
c-o0000449-BAU045,o0000449,MAŠ,BAU,045,osl
c-o0000449-ELLES027,o0000449,MAŠ,ELLES,027,osl
c-o0000449-GCSL027,o0000449,MAŠ,GCSL,027,osl
c-o0000449-HZL020,o0000449,MAŠ,HZL,020,osl
c-o0000449-KWU107,o0000449,MAŠ,KWU,107,osl
c-o0000449-MZL120,o0000449,MAŠ,MZL,120,osl
c-o0000449-PTACE036,o0000449,MAŠ,PTACE,036,osl
c-o0000449-RSP019,o0000449,MAŠ,RSP,019,osl
c-o0000449-RSP047,o0000449,MAŠ,RSP,047,osl
c-o0000449-SLLHA074,o0000449,MAŠ,SLLHA,074,osl
c-o0000449-SYA040,o0000449,MAŠ,SYA,040,osl
c-o0001993-LAK063-a,o0001993,|MAŠ.GU₂.GAR₃|,LAK,063^a,osl
c-o0001993-ABZL030,o0001993,|MAŠ.GU₂.GAR₃|,ABZL,030,osl
c-o0001993-GCSL028,o0001993,|MAŠ.GU₂.GAR₃|,GCSL,028,osl
c-o0001993-HZL253,o0001993,|MAŠ.GU₂.GAR₃|,HZL,253,osl
c-o0001993-KWU104,o0001993,|MAŠ.GU₂.GAR₃|,KWU,104,osl
c-o0001993-KWU105,o0001993,|MAŠ.GU₂.GAR₃|,KWU,105,osl
c-o0001993-MZL124,o0001993,|MAŠ.GU₂.GAR₃|,MZL,124,osl
c-o0001993-RSP347,o0001993,|MAŠ.GU₂.GAR₃|,RSP,347,osl
c-o0001993-SLLHA074_238,o0001993,|MAŠ.GU₂.GAR₃|,SLLHA,074_238,osl
c-o0002000-MZL125,o0002000,|MAŠ.U|,MZL,125,osl
c-o0002000-SLLHA074_335,o0002000,|MAŠ.U|,SLLHA,074_335,osl
c-o0001999-MZL126,o0001999,|MAŠ.U.U|,MZL,126,osl
c-o0001999-SLLHA074-471,o0001999,|MAŠ.U.U|,SLLHA,074+471,osl
c-o0000451-LAK043-2,o0000451,MAŠ₂,LAK,043,osl
c-o0000451-ASY050-2,o0000451,MAŠ₂,ASY,050,osl
c-o0000451-ABZL031-2,o0000451,MAŠ₂,ABZL,031,osl
c-o0000451-BAU046-2,o0000451,MAŠ₂,BAU,046,osl
c-o0000451-ELLES028-2,o0000451,MAŠ₂,ELLES,028,osl
c-o0000451-GCSL030-2,o0000451,MAŠ₂,GCSL,030,osl
c-o0000451-HZL038-2,o0000451,MAŠ₂,HZL,038,osl
c-o0000451-MZL130-2,o0000451,MAŠ₂,MZL,130,osl
c-o0000451-PTACE037-2,o0000451,MAŠ₂,PTACE,037,osl
c-o0000451-SLLHA076-2,o0000451,MAŠ₂,SLLHA,076,osl
c-o0000453-LAK750,o0000453,ME,LAK,750,osl
c-o0000453-ASY287,o0000453,ME,ASY,287,osl
c-o0000453-ABZL392,o0000453,ME,ABZL,392,osl
c-o0000453-BAU289,o0000453,ME,BAU,289,osl
c-o0000453-ELLES366,o0000453,ME,ELLES,366,osl
c-o0000453-GCSL307,o0000453,ME,GCSL,307,osl
c-o0000453-HZL357,o0000453,ME,HZL,357,osl
c-o0000453-KWU667,o0000453,ME,KWU,667,osl
c-o0000453-MZL753,o0000453,ME,MZL,753,osl
c-o0000453-PTACE303,o0000453,ME,PTACE,303,osl
c-o0000453-RSP045,o0000453,ME,RSP,045,osl
c-o0000453-SLLHA532,o0000453,ME,SLLHA,532,osl
c-o0000453-SYA251,o0000453,ME,SYA,251,osl
c-o0002011-ASY288,o0002011,|ME.U.U.U|,ASY,288,osl
c-o0002011-ABZL903,o0002011,|ME.U.U.U|,ABZL,903,osl
c-o0002011-HZL360,o0002011,|ME.U.U.U|,HZL,360,osl
c-o0002011-MZL754,o0002011,|ME.U.U.U|,MZL,754,osl
c-o0002011-SYA252,o0002011,|ME.U.U.U|,SYA,252,osl
c-o0000454-ASY168,o0000454,MES,ASY,168,osl
c-o0000454-ABZL112a,o0000454,MES,ABZL,112a,osl
c-o0000454-BAU077,o0000454,MES,BAU,077,osl
c-o0000454-ELLES298,o0000454,MES,ELLES,298,osl
c-o0000454-GCSL260,o0000454,MES,GCSL,260,osl
c-o0000454-HZL112,o0000454,MES,HZL,112,osl
c-o0000454-LAK607,o0000454,MES,LAK,607,osl
c-o0000454-MZL486,o0000454,MES,MZL,486,osl
c-o0000454-RSP277,o0000454,MES,RSP,277,osl
c-o0000454-SLLHA314,o0000454,MES,SLLHA,314,osl
c-o0000454-SYA146,o0000454,MES,SYA,146,osl
c-o0000455-LAK391,o0000455,MI,LAK,391,osl
c-o0000455-ASY248,o0000455,MI,ASY,248,osl
c-o0000455-ABZL348,o0000455,MI,ABZL,348,osl
c-o0000455-BAU173,o0000455,MI,BAU,173,osl
c-o0000455-ELLES213,o0000455,MI,ELLES,213,osl
c-o0000455-GCSL200,o0000455,MI,GCSL,200,osl
c-o0000455-HZL267,o0000455,MI,HZL,267,osl
c-o0000455-KWU506,o0000455,MI,KWU,506,osl
c-o0000455-MZL681,o0000455,MI,MZL,681,osl
c-o0000455-PTACE152,o0000455,MI,PTACE,152,osl
c-o0000455-RSP120,o0000455,MI,RSP,120,osl
c-o0000455-SLLHA427,o0000455,MI,SLLHA,427,osl
c-o0000455-SYA218,o0000455,MI,SYA,218,osl
c-o0002015-LAK393,o0002015,|MI.ZA₇|,LAK,393,osl
c-o0002015-ELLES215,o0002015,|MI.ZA₇|,ELLES,215,osl
c-o0027214-BAU174,o0027214,|MI&MI|,BAU,174,osl
c-o0000456-LAK417-2,o0000456,MIN,LAK,417,osl
c-o0000456-ASY308a-2,o0000456,MIN,ASY,308a,osl
c-o0000456-ABZL465,o0000456,MIN,ABZL,465,osl
c-o0000456-HZL361,o0000456,MIN,HZL,361,osl
c-o0000456-MZL825,o0000456,MIN,MZL,825,osl
c-o0000456-RSP039-b,o0000456,MIN,RSP,039^b,osl
c-o0000456-SLLHA570,o0000456,MIN,SLLHA,570,osl
c-o0000457-LAK014,o0000457,MU,LAK,014,osl
c-o0000457-ASY035,o0000457,MU,ASY,035,osl
c-o0000457-ABZL020,o0000457,MU,ABZL,020,osl
c-o0000457-BAU026,o0000457,MU,BAU,026,osl
c-o0000457-ELLES008,o0000457,MU,ELLES,008,osl
c-o0000457-GCSL005,o0000457,MU,GCSL,005,osl
c-o0000457-HZL017,o0000457,MU,HZL,017,osl
