ID,Sign_Name,OID,Parent_OID,Aka,Deprecated,Codepoints,PUA,Glyph,Unicode_Name,Source
s-o0000087,A,o0000087,,,false,U+12000,,𒀀,CUNEIFORM SIGN A,osl
s-o0270203,LAK797,o0270203,o0000087,,false,,,,,osl
s-o0000656,|A.A|,o0000656,,,false,U+12000 U+12000,,𒀀𒀀,,osl
s-o0000654,|A.A.A|,o0000654,,,false,U+12000 U+12000 U+12000,,𒀀𒀀𒀀,,osl
s-o0187959,|A.AB.BA|,o0187959,,,false,U+12000 U+1200A U+12040,,𒀀𒀊𒁀,,osl
s-o0000655,|A.AN|,o0000655,,,false,U+12000 U+1202D,,𒀀𒀭,,osl
s-o0221926,|A.BAR.BAHAR₂|,o0221926,,,false,U+12000 U+12047 U+12043,,𒀀𒁇𒁃,,osl
s-o0027774,|A.BARA₂|,o0027774,,|A.BARAG|,false,U+12000 U+12048,,𒀀𒁈,,osl
s-o0000658,|A.BI|,o0000658,,,false,U+12000 U+12049,,𒀀𒁉,,osl
s-o0000662,|A.DU|,o0000662,,,false,U+12000 U+1207A,,𒀀𒁺,,osl
s-o0018529,|(A.DU)&(A.DU)|,o0018529,,,false,U+12000 X U+1207A,,𒀀X𒁺,,osl
s-o0000664,|A.EDIN.LAL|,o0000664,,,false,U+12000 U+12094 U+121F2,,𒀀𒂔𒇲,,osl
s-o0000666,|A.EDIN|,o0000666,o0000664,,false,U+12000 U+12094,,𒀀𒂔,,osl
s-o0000663,|A.EDIN.A.LAL|,o0000663,o0000664,,false,U+12000 U+12094 U+12000 U+121F2,,𒀀𒂔𒀀𒇲,,osl
s-o0000665,|A.EDIN.NA|,o0000665,o0000664,,false,U+12000 U+12094 U+1223E,,𒀀𒂔𒈾,,osl
s-o0000729,|A.U.EDIN.LAL|,o0000729,o0000664,,false,U+12000 U+1230B U+12094 U+121F2,,𒀀𒌋𒂔𒇲,,osl
s-o0001045,|EDIN.A|,o0001045,o0000664,,false,U+12094 U+12000,,𒂔𒀀,,osl
s-o0001044,|EDIN.A.LAL|,o0001044,o0000664,,false,U+12094 U+12000 U+121F2,,𒂔𒀀𒇲,,osl
s-o0152715,|EDIN.LAL|,o0152715,o0000664,,false,U+12094 U+121F2,,𒂔𒇲,,osl
s-o0001046,|EDIN.LAL.A|,o0001046,o0000664,,false,U+12094 U+121F2 U+12000,,𒂔𒇲𒀀,,osl
s-o0031627,|EDIN.NA.A.LAL|,o0031627,o0000664,,false,U+12094 U+1223E U+12000 U+121F2,,𒂔𒈾𒀀𒇲,,osl
s-o0000668,|A.GAN₂@t|,o0000668,,,true,,,,,osl
s-o0000669,|A.GAR₃|,o0000669,,,false,U+12000 U+120FC,,𒀀𒃼,,osl
s-o0000670,|A.GISAL.GAD.GAR.A.SI|,o0000670,,|A.GISAL.GADA.GAR.A.SI|,false,U+12000 U+12110 U+120F0 U+120FB U+12000 U+122DB,,𒀀𒄐𒃰𒃻𒀀𒋛,,osl
s-o0038275,|A.LAK648×A.GAD.GAR.A.SI|,o0038275,o0000670,,false,U+12000 X U+120F0 U+120FB U+12000 U+122DB,,𒀀X𒃰𒃻𒀀𒋛,,osl
s-o0000671,|A.GISAL.PAD.SI.A|,o0000671,,,false,U+12000 U+12110 U+1227B U+122DB U+12000,,𒀀𒄐𒉻𒋛𒀀,,osl
s-o0027762,|A.GISAL.SI.ELLES214|,o0027762,,,false,U+12000 U+12110 U+122DB X,,𒀀𒄐𒋛X,,osl
s-o0000683,|A.HA|,o0000683,,,false,U+12000 U+12129,,𒀀𒄩,,osl
s-o0000675,|A.HA.A|,o0000675,,,false,U+12000 U+12129 U+12000,,𒀀𒄩𒀀,,osl
s-o0000681,|A.HA.TAR.DU|,o0000681,,,false,U+12000 U+12129 U+122FB U+1207A,,𒀀𒄩𒋻𒁺,,osl
s-o0000661,|A.BU|,o0000661,o0000681,,false,U+12000 U+1204D,,𒀀𒁍,,osl
s-o0221974,|A.BU.DU|,o0221974,o0000681,,false,U+12000 U+1204D U+1207A,,𒀀𒁍𒁺,,osl
s-o0038356,|A.BU.HA|,o0038356,o0000681,,false,U+12000 U+1204D U+12129,,𒀀𒁍𒄩,,osl
s-o0000659,|A.BU.HA.DU|,o0000659,o0000681,,false,U+12000 U+1204D U+12129 U+1207A,,𒀀𒁍𒄩𒁺,,osl
s-o0000660,|A.BU.HA.NI.DU|,o0000660,o0000681,,false,U+12000 U+1204D U+12129 U+1224C U+1207A,,𒀀𒁍𒄩𒉌𒁺,,osl
s-o0000683-2,|A.HA|,o0000683,o0000681,,false,U+12000 U+12129,,𒀀𒄩,,osl
s-o0038354,|A.HA.A.DU|,o0038354,o0000681,,false,U+12000 U+12129 U+12000 U+1207A,,𒀀𒄩𒀀𒁺,,osl
s-o0000676,|A.HA.BU.DU|,o0000676,o0000681,,false,U+12000 U+12129 U+1204D U+1207A,,𒀀𒄩𒁍𒁺,,osl
s-o0000677,|A.HA.BU.LAGAB|,o0000677,o0000681,,false,U+12000 U+12129 U+1204D U+121B8,,𒀀𒄩𒁍𒆸,,osl
s-o0000678,|A.HA.BU.TAR.DU|,o0000678,o0000681,,false,U+12000 U+12129 U+1204D U+122FB U+1207A,,𒀀𒄩𒁍𒋻𒁺,,osl
s-o0000679,|A.HA.DU|,o0000679,o0000681,,false,U+12000 U+12129 U+1207A,,𒀀𒄩𒁺,,osl
s-o0000680,|A.HA.MUŠ.DU|,o0000680,o0000681,,false,U+12000 U+12129 U+12232 U+1207A,,𒀀𒄩𒈲𒁺,,osl
s-o0038358,|A.HA.TAR.A.DU|,o0038358,o0000681,,false,U+12000 U+12129 U+122FB U+12000 U+1207A,,𒀀𒄩𒋻𒀀𒁺,,osl
s-o0000682,|A.HA.TAR.UD.DU|,o0000682,o0000681,,false,U+12000 U+12129 U+122FB U+12313 U+1207A,,𒀀𒄩𒋻𒌓𒁺,,osl
s-o0000124,BU,o0000124,o0000681,,false,,,,,osl
s-o0038346,|A.BU.HA.DA|,o0038346,o0000681,,false,U+12000 U+1204D U+12129 U+12055,,𒀀𒁍𒄩𒁕,,osl
s-o0038348,|BU.HA.DU|,o0038348,o0000681,,false,U+1204D U+12129 U+1207A,,𒁍𒄩𒁺,,osl
s-o0021758,|HA.A.DU|,o0021758,o0000681,,false,U+12129 U+12000 U+1207A,,𒄩𒀀𒁺,,osl
s-o0001435,|HA.A.TAR|,o0001435,o0000681,,false,U+12129 U+12000 U+122FB,,𒄩𒀀𒋻,,osl
s-o0038353,|A.TAR|,o0038353,o0000681,,false,U+12000 U+122FB,,𒀀𒋻,,osl
s-o0001434,|HA.A.TAR.DU|,o0001434,o0000681,,false,U+12129 U+12000 U+122FB U+1207A,,𒄩𒀀𒋻𒁺,,osl
s-o0221868,|HA.DU|,o0221868,o0000681,,false,U+12129 U+1207A,,𒄩𒁺,,osl
s-o0019051,|HA.MUŠ.DU|,o0019051,o0000681,,false,U+12129 U+12232 U+1207A,,𒄩𒈲𒁺,,osl
s-o0038344,|HA.MUŠ.A.DU|,o0038344,o0000681,,false,U+12129 U+12232 U+12000 U+1207A,,𒄩𒈲𒀀𒁺,,osl
s-o0001438,|HA.TAR.A.DU|,o0001438,o0000681,,false,U+12129 U+122FB U+12000 U+1207A,,𒄩𒋻𒀀𒁺,,osl
s-o0001439,|HA.TAR.DU|,o0001439,o0000681,,false,U+12129 U+122FB U+1207A,,𒄩𒋻𒁺,,osl
s-o0001441,|HA@g.TAR.A.DU|,o0001441,o0000681,,false,U+1212B U+122FB U+12000 U+1207A,,𒄫𒋻𒀀𒁺,,osl
s-o0001442,|HA@g.TAR.DU|,o0001442,o0000681,,false,U+1212B U+122FB U+1207A,,𒄫𒋻𒁺,,osl
s-o0002026,|MUŠ.A.HA.DU|,o0002026,o0000681,,false,U+12232 U+12000 U+12129 U+1207A,,𒈲𒀀𒄩𒁺,,osl
s-o0038338,|MUŠ.HA.A.DU|,o0038338,o0000681,,false,U+12232 U+12129 U+12000 U+1207A,,𒈲𒄩𒀀𒁺,,osl
s-o0038342,|MUŠ.DU.HA.A|,o0038342,o0000681,,false,U+12232 U+1207A U+12129 U+12000,,𒈲𒁺𒄩𒀀,,osl
s-o0002030,|MUŠ.DU.A.HA|,o0002030,o0000681,,false,U+12232 U+1207A U+12000 U+12129,,𒈲𒁺𒀀𒄩,,osl
s-o0038340,|DU.MUŠ.A.HA|,o0038340,o0000681,,false,U+1207A U+12232 U+12000 U+12129,,𒁺𒈲𒀀𒄩,,osl
s-o0002405,|TAR.A.DU|,o0002405,o0000681,,false,U+122FB U+12000 U+1207A,,𒋻𒀀𒁺,,osl
s-o0001579,|TE.A.MUŠ|,o0001579,o0000681,|KAR.MUŠ|,false,U+122FC U+12000 U+12232,,𒋼𒀀𒈲,,osl
s-o0000684,|A.HU.SI|,o0000684,,,false,U+12000 U+12137 U+122DB,,𒀀𒄷𒋛,,osl
s-o0000685,|A.IGI|,o0000685,,,false,U+12000 U+12146,,𒀀𒅆,,osl
s-o0001484,|IGI.A|,o0001484,o0000685,,false,,,,,osl
s-o0000687,|A.KA|,o0000687,,,false,U+12000 U+12157,,𒀀𒅗,,osl
s-o0031828,|A.KA×A|,o0031828,o0000687,,false,U+12000 U+12158,,𒀀𒅘,,osl
s-o0000686,|A.KAL|,o0000686,,,false,U+12000 U+12197,,𒀀𒆗,,osl
s-o0027776,|A.KU|,o0027776,,,false,U+12000 U+121AA,,𒀀𒆪,,osl
s-o0000688,|A.KUŠU₂|,o0000688,,,false,U+12000 U+121B5,,𒀀𒆵,,osl
s-o0000689,|A.LAGAB.LAGAB|,o0000689,,,false,U+12000 U+121B8 U+121B8,,𒀀𒆸𒆸,,osl
s-o0000690,|A.LAGAB×A|,o0000690,,,false,U+12000 U+121B9,,𒀀𒆹,,osl
s-o0000697,|A.LAGAB×HAL|,o0000697,,,false,U+12000 U+121C9,,𒀀𒇉,,osl
s-o0000690-2,|A.LAGAB×A|,o0000690,o0000697,,false,U+12000 U+121B9,,𒀀𒆹,,osl
s-o0018531,|GA₂×(HAL.A)|,o0018531,o0000697,,false,,,,,osl
s-o0000691,|A.LAGAB×HAL.DI|,o0000691,,,false,U+12000 U+121C9 U+12072,,𒀀𒇉𒁲,,osl
s-o0000692,|A.LAGAB×HAL.GAL|,o0000692,,,false,U+12000 U+121C9 U+120F2,,𒀀𒇉𒃲,,osl
s-o0027778,|A.LAGAB×HAL.PAP.NA₂|,o0027778,,,false,U+12000 U+121C9 U+1227D U+1223F,,𒀀𒇉𒉽𒈿,,osl
s-o0000693,|A.LAGAB×HAL.UD.NUN.KI|,o0000693,,,false,U+12000 U+121C9 U+12313 U+12263 U+121A0,,𒀀𒇉𒌓𒉣𒆠,,osl
s-o0000700,|A.LAGAB×KUL|,o0000700,,,false,U+12000 U+121D2,,𒀀𒇒,,osl
s-o0031530,|A.LAGAB×U|,o0031530,o0000700,,false,U+12000 U+121E5,,𒀀𒇥,,osl
s-o0000698,|A.LAGAB×KUL.MA₂.ŠU₂.A|,o0000698,,,false,U+12000 U+121D2 U+12223 U+122D9 U+12000,,𒀀𒇒𒈣𒋙𒀀,,osl
s-o0000696,|A.LAGAB×HAL.ŠU₂|,o0000696,o0000698,,false,U+12000 U+121C9 U+122D9,,𒀀𒇉𒋙,,osl
s-o0000695,|A.LAGAB×HAL.ŠU₂.A|,o0000695,o0000698,,false,U+12000 U+121C9 U+122D9 U+12000,,𒀀𒇉𒋙𒀀,,osl
s-o0000694,|A.LAGAB×HAL.X|,o0000694,o0000698,,false,U+12000 U+121C9 O,,𒀀𒇉X,,osl
s-o0027839,|A.LAGAB×KUL.ŠU₂|,o0027839,o0000698,,false,U+12000 U+121D2 U+122D9,,𒀀𒇒𒋙,,osl
s-o0000699,|A.LAGAB×KUL.ŠU₂.MA₂.A|,o0000699,o0000698,,false,U+12000 U+121D2 U+122D9 U+12223 U+12000,,𒀀𒇒𒋙𒈣𒀀,,osl
s-o0001813,|LAGAB×HAL.ŠU₂|,o0001813,o0000698,,false,U+121C9 U+122D9,,𒇉𒋙,,osl
s-o0027780,|A.LAGAB×MU|,o0027780,,,false,U+12000 X,,𒀀X,,osl
s-o0021772,|A.LAK648×A|,o0021772,,,false,U+12000 X,,𒀀X,,osl
s-o0000703,|A.LU₂@s.NA|,o0000703,,,false,U+12000 U+12215 U+1223E,,𒀀𒈕𒈾,,osl
s-o0000704,|A.LU₃|,o0000704,,,false,U+12000 U+12216,,𒀀𒈖,,osl
s-o0000702,|A.LUM|,o0000702,,,false,U+12000 U+1221D,,𒀀𒈝,,osl
s-o0000705,|A.MI.A|,o0000705,,,false,U+12000 U+1222A U+12000,,𒀀𒈪𒀀,,osl
s-o0000706,|A.MUŠ|,o0000706,,,false,U+12000 U+12232,,𒀀𒈲,,osl
s-o0000714,|A.PA.BI.SI.A.GA|,o0000714,,,false,U+12000 U+1227A U+12049 U+122DB U+12000 U+120B5,,𒀀𒉺𒁉𒋛𒀀𒂵,,osl
s-o0000715,|A.PA.GISAL.PAD.SI.A|,o0000715,,,false,U+12000 U+1227A U+12110 U+1227B U+122DB U+12000,,𒀀𒉺𒄐𒉻𒋛𒀀,,osl
s-o0031704,|A.GISAL|,o0031704,o0000715,,false,U+12000 U+12110,,𒀀𒄐,,osl
s-o0018561,|A.GISAL.SI|,o0018561,o0000715,,false,U+12000 U+12110 U+122DB,,𒀀𒄐𒋛,,osl
s-o0031531,|A.PA.BI.GIŠ.PAD|,o0031531,o0000715,,false,U+12000 U+1227A U+12049 U+12111 U+1227B,,𒀀𒉺𒁉𒄑𒉻,,osl
s-o0022936,|A.PA.BI.GIŠ.PAD.SI.A|,o0022936,o0000715,,false,U+12000 U+1227A U+12049 U+12111 U+1227B U+122DB U+12000,,𒀀𒉺𒁉𒄑𒉻𒋛𒀀,,osl
s-o0000713,|A.PA.BI.GIŠ.PAD.SI.A.GA|,o0000713,o0000715,,false,U+12000 U+1227A U+12049 U+12111 U+1227B U+122DB U+12000 U+120B5,,𒀀𒉺𒁉𒄑𒉻𒋛𒀀𒂵,,osl
s-o0025690,|A.PA.GISAL|,o0025690,o0000715,,false,U+12000 U+1227A U+12110,,𒀀𒉺𒄐,,osl
s-o0000716,|A.PA.NE.PAD.SI.A|,o0000716,o0000715,,false,U+12000 U+1227A U+12248 U+1227B U+122DB U+12000,,𒀀𒉺𒉈𒉻𒋛𒀀,,osl
s-o0025691,|BI.GIŠ.GAD.A.A.SI|,o0025691,o0000715,,false,U+12049 U+12111 U+120F0 U+12000 U+12000 U+122DB,,𒁉𒄑𒃰𒀀𒀀𒋛,,osl
s-o0031749,|GISAL.A|,o0031749,o0000715,,false,U+12110 U+12000,,𒄐𒀀,,osl
s-o0018566,|GISAL.A.SI|,o0018566,o0000715,,false,U+12110 U+12000 U+122DB,,𒄐𒀀𒋛,,osl
s-o0021193,|GISAL.PAD.A.SI|,o0021193,o0000715,,false,U+12110 U+1227B U+12000 U+122DB,,𒄐𒉻𒀀𒋛,,osl
s-o0001356,|GISAL.PAD.SI|,o0001356,o0000715,,false,U+12110 U+1227B U+122DB,,𒄐𒉻𒋛,,osl
s-o0001355,|GISAL.PAD.SI.A|,o0001355,o0000715,,false,U+12110 U+1227B U+122DB U+12000,,𒄐𒉻𒋛𒀀,,osl
s-o0021194,|GISAL.SI|,o0021194,o0000715,,false,U+12110 U+122DB,,𒄐𒋛,,osl
s-o0001357,|GISAL.SI.A|,o0001357,o0000715,,false,U+12110 U+122DB U+12000,,𒄐𒋛𒀀,,osl
s-o0021195,|GUD.GIŠ×TAK₄.SI|,o0021195,o0000715,,false,U+124CD U+122DB,,𒓍𒋛,,osl
s-o0018581,|PA.DUG.GIŠ.PAD.SI.A|,o0018581,o0000715,,false,U+1227A U+12081 U+12111 U+1227B U+122DB U+12000,,𒉺𒂁𒄑𒉻𒋛𒀀,,osl
s-o0018565,|PA.GISAL.SI|,o0018565,o0000715,,false,U+1227A U+12110 U+122DB,,𒉺𒄐𒋛,,osl
s-o0002186,|PA.GISAL.SI.A|,o0002186,o0000715,,false,U+1227A U+12110 U+122DB U+12000,,𒉺𒄐𒋛𒀀,,osl
s-o0002185,|PA.GISAL.SI.A.PAD|,o0002185,o0000715,,false,U+1227A U+12110 U+122DB U+12000 U+1227B,,𒉺𒄐𒋛𒀀𒉻,,osl
s-o0002217,|PAD.DUG.GIŠ.SI|,o0002217,o0000715,,false,U+1227B U+12081 U+12111 U+122DB,,𒉻𒂁𒄑𒋛,,osl
s-o0018568,|PAD.GISAL.SI.A|,o0018568,o0000715,,false,U+1227B U+12110 U+122DB U+12000,,𒉻𒄐𒋛𒀀,,osl
s-o0031718,|SI.A.PAD.GISAL|,o0031718,o0000715,,false,U+122DB U+12000 U+1227B U+12110,,𒋛𒀀𒉻𒄐,,osl
s-o0002338,|SI.GIŠ.PAD.DUG|,o0002338,o0000715,,false,U+122DB U+12111 U+1227B U+12081,,𒋛𒄑𒉻𒂁,,osl
s-o0000718,|A.SA|,o0000718,,,false,U+12000 U+12293,,𒀀𒊓,,osl
s-o0000717,|A.SAG|,o0000717,,,false,U+12000 U+12295,,𒀀𒊕,,osl
s-o0000719,|A.SIG|,o0000719,,,false,U+12000 U+122DD,,𒀀𒋝,,osl
s-o0000721,|A.SU|,o0000721,,,false,U+12000 U+122E2,,𒀀𒋢,,osl
s-o0000531,SU,o0000531,o0000721,,false,,,,,osl
s-o0000661-2,|A.BU|,o0000661,,,false,U+12000 U+1204D,,𒀀𒁍,,osl
s-o0000720,|A.SUD|,o0000720,,,false,U+12000 U+122E4,,𒀀𒋤,,osl
s-o0000661-3,|A.BU|,o0000661,o0000720,,false,U+12000 U+1204D,,𒀀𒁍,,osl
s-o0027910,|SA.SUD|,o0027910,o0000720,|SA.SU₃|,false,U+12293 U+122E4,,𒊓𒋤,,osl
s-o0000735,|A.ŠE.NUN&NUN|,o0000735,,,false,U+12000 U+12301,,𒀀𒌁,,osl
s-o0000736,|A.ŠU.NAGA|,o0000736,,,false,U+12000 U+122D7 U+12240,,𒀀𒋗𒉀,,osl
s-o0000737,|A.ŠU₂.NAGA|,o0000737,,,false,U+12000 U+122D9 U+12240,,𒀀𒋙𒉀,,osl
s-o0027904,|A.ŠU₂.U₂.NAGA|,o0027904,o0000737,,false,U+12000 U+122D9 U+12311 U+12240,,𒀀𒋙𒌑𒉀,,osl
s-o0000722,|A.TAR.A.AN|,o0000722,,,false,U+12000 U+122FB U+12000 U+1202D,,𒀀𒋻𒀀𒀭,,osl
s-o0000723,|A.TU.GABA.LIŠ|,o0000723,,,false,U+12000 U+12305 U+120EE U+121FA,,𒀀𒌅𒃮𒇺,,osl
s-o0000667,|A.GABA.LIŠ.TU|,o0000667,o0000723,,false,U+12000 U+120EE U+121FA U+12305,,𒀀𒃮𒇺𒌅,,osl
s-o0000672,|A.GIŠ.TU.GABA.LIŠ|,o0000672,o0000723,,false,U+12000 U+12111 U+12305 U+120EE U+121FA,,𒀀𒄑𒌅𒃮𒇺,,osl
s-o0000728,|A.TU|,o0000728,o0000723,,false,U+12000 U+12305,,𒀀𒌅,,osl
s-o0021766,|A.TU.A.TU.GABA.LIŠ|,o0021766,o0000723,,false,U+12000 U+12305 U+12000 U+12305 U+120EE U+121FA,,𒀀𒌅𒀀𒌅𒃮𒇺,,osl
s-o0000725,|A.TU.GABA|,o0000725,o0000723,,false,U+12000 U+12305 U+120EE,,𒀀𒌅𒃮,,osl
s-o0027841,|A.TU.GABA.LIŠ.GAR|,o0027841,o0000723,,false,U+12000 U+12305 U+120EE U+121FA U+120FB,,𒀀𒌅𒃮𒇺𒃻,,osl
s-o0000724,|A.TU.GABA.SIG.GAR|,o0000724,o0000723,,false,U+12000 U+12305 U+120EE U+122DD U+120FB,,𒀀𒌅𒃮𒋝𒃻,,osl
s-o0000726,|A.TU.NUN&NUN|,o0000726,o0000723,,false,U+12000 U+12305 U+1226A,,𒀀𒌅𒉪,,osl
s-o0152713,|A.TU.NUN&NUN.GABA.LIŠ|,o0152713,o0000723,,false,U+12000 U+12305 U+1226A U+120EE U+121FA,,𒀀𒌅𒉪𒃮𒇺,,osl
s-o0152714,|A.TU.NUN&NUN.LIŠ|,o0152714,o0000723,,false,U+12000 U+12305 U+1226A U+121FA,,𒀀𒌅𒉪𒇺,,osl
s-o0031720,|ASAL₂×A|,o0031720,o0000723,,false,,,,,osl
s-o0000105,ASAL₂~a,o0000105,o0000723,,false,U+12037,,𒀷,CUNEIFORM SIGN ASAL2,osl
s-o0001182,|GABA.LIŠ|,o0001182,o0000723,,false,U+120EE U+121FA,,𒃮𒇺,,osl
s-o0002417,|TU.NUN&NUN.LIŠ.A|,o0002417,o0000723,,false,U+12305 U+1226A U+121FA U+12000,,𒌅𒉪𒇺𒀀,,osl
s-o0000727,|A.TUR|,o0000727,,,false,U+12000 U+12309,,𒀀𒌉,,osl
s-o0000730,|A.U.KA|,o0000730,,,false,U+12000 U+1230B U+12157,,𒀀𒌋𒅗,,osl
s-o0027782,|A.ZA.MUŠ₃@g|,o0027782,,|A.ZA.MUŠ₂|,false,U+12000 U+1235D U+1223D,,𒀀𒍝𒈽,,osl
s-o0000734,|A.ZI&ZI|,o0000734,,,false,U+12000 U+12364,,𒀀𒍤,,osl
s-o0000731,|A.ZI&ZI.A|,o0000731,o0000734,,false,U+12000 U+12364 U+12000,,𒀀𒍤𒀀,,osl
s-o0000732,|A.ZI&ZI.EŠ₂|,o0000732,o0000734,,false,U+12000 U+12364 U+120A0,,𒀀𒍤𒂠,,osl
s-o0002663,|ZI&ZI.EŠ₂|,o0002663,o0000734,,false,U+12364 U+120A0,,𒍤𒂠,,osl
s-o0000733,|A.ZI&ZI.LAGAB|,o0000733,,,false,U+12000 U+12364 U+121B8,,𒀀𒍤𒆸,,osl
s-o0031630,|A.ZU₅|,o0031630,,,false,U+12000 U+1236B,,𒀀𒍫,,osl
s-o0000845,|A×A|,o0000845,,,false,U+12001,,𒀁,CUNEIFORM SIGN A TIMES A,osl
s-o0027203,|A×AN|,o0027203,,,false,,,,,osl
s-o0000846,|A×BAD|,o0000846,,,false,U+12002,,𒀂,CUNEIFORM SIGN A TIMES BAD,osl
s-o0000657,|A.BAD|,o0000657,o0000846,,false,U+12000 U+12041,,𒀀𒁁,,osl
s-o0000847,|A×GAN₂@t|,o0000847,,,true,U+12003,,𒀃,CUNEIFORM SIGN A TIMES GAN2 TENU,osl
s-o0000848,|A×HA|,o0000848,,,false,U+12004,,𒀄,CUNEIFORM SIGN A TIMES HA,osl
s-o0000674,|A.GU|,o0000674,o0000848,,false,U+12000 U+12116,,𒀀𒄖,,osl
s-o0000849,|A×IGI|,o0000849,,,false,U+12005,,𒀅,CUNEIFORM SIGN A TIMES IGI,osl
s-o0021754,|A×KU₃|,o0021754,,,false,,,,,osl
s-o0000850,|A×LAGAR@g|,o0000850,,,false,U+12006,,𒀆,CUNEIFORM SIGN A TIMES LAGAR GUNU,osl
s-o0023032,|A.LAGAR@g|,o0023032,o0000850,,false,U+12000 U+121EF,,𒀀𒇯,,osl
s-o0000851,|A×MUŠ|,o0000851,,,false,U+12007,,𒀇,CUNEIFORM SIGN A TIMES MUSH,osl
s-o0000852,|A×SAG|,o0000852,,,false,U+12008,,𒀈,CUNEIFORM SIGN A TIMES SAG,osl
s-o0221862,|A×SUD@90|,o0221862,,,false,,,,,osl
s-o0027505,A@g,o0027505,,,false,,,,,osl
s-o0027507,A@t,o0027507,,,false,,,,,osl
s-o0000112,A₂,o0000112,,,false,U+12009,,𒀉,CUNEIFORM SIGN A2,osl
s-o0000132,DA,o0000132,o0000112,,false,,,,,osl
s-o0038412,|A₂.HU|,o0038412,o0000112,,false,U+12009 U+12137,,𒀉𒄷,,osl
s-o0000876,|A₂.AŠ|,o0000876,,,false,U+12009 U+12038,,𒀉𒀸,,osl
s-o0000877,|A₂.GA₂×SAL|,o0000877,,,false,U+12009 U+120E3,,𒀉𒃣,,osl
s-o0000878,|A₂.KAL|,o0000878,,,false,U+12009 U+12197,,𒀉𒆗,,osl
s-o0000880,|A₂.MUŠ₃|,o0000880,,,false,U+12009 U+12239,,𒀉𒈹,,osl
s-o0000879,|A₂.MUŠ₃@g|,o0000879,,,false,U+12009 U+1223D,,𒀉𒈽,,osl
s-o0000881,|A₂.PA|,o0000881,,,false,U+12009 U+1227A,,𒀉𒉺,,osl
s-o0000882,|A₂.SAL|,o0000882,,,false,U+12009 U+122A9,,𒀉𒊩,,osl
s-o0000883,|A₂.TUR|,o0000883,,,false,U+12009 U+12309,,𒀉𒌉,,osl
s-o0000884,|A₂.U.KID|,o0000884,,,false,U+12009 U+1230B U+121A4,,𒀉𒌋𒆤,,osl
s-o0000885,|A₂.UD.DU|,o0000885,,,false,U+12009 U+12313 U+1207A,,𒀉𒌓𒁺,,osl
s-o0000886,|A₂.ZA.AN.MUŠ₃|,o0000886,,,false,U+12009 U+1235D U+1202D U+12239,,𒀉𒍝𒀭𒈹,,osl
s-o0000887,|A₂.ZA.MUŠ₃@g|,o0000887,,,false,U+12009 U+1235D U+1223D,,𒀉𒍝𒈽,,osl
s-o0000888,|A₂.ZA.MUŠ₃|,o0000888,o0000887,,false,U+12009 U+1235D U+12239,,𒀉𒍝𒈹,,osl
s-o0038176,A₂@h,o0038176,,,false,,,,,osl
s-o0000088,AB,o0000088,,,false,U+1200A,,𒀊,CUNEIFORM SIGN AB,osl
s-o0000738,|AB.HA.ZAG.GABA.HU|,o0000738,,,false,U+1200A U+12129 U+12360 U+120EE U+12137,,𒀊𒄩𒍠𒃮𒄷,,osl
s-o0000739,|AB.HA@g|,o0000739,,,false,U+1200A U+1212B,,𒀊𒄫,,osl
s-o0187960,|AB.KID|,o0187960,,,false,U+1200A U+121A4,,𒀊𒆤,,osl
s-o0221861,|AB.KID.KID|,o0221861,,,false,U+1200A U+121A4 U+121A4,,𒀊𒆤𒆤,,osl
s-o0038321,|AB.KID&KID|,o0038321,,,false,U+1200A X,,𒀊X,,osl
s-o0000740,|AB.MUŠ₃|,o0000740,,,false,U+1200A U+12239,,𒀊𒈹,,osl
s-o0000741,|AB.NAM|,o0000741,,,false,U+1200A U+12246,,𒀊𒉆,,osl
s-o0000744,|AB×A|,o0000744,,,false,,U+F004E,,,osl
s-o0000745,|AB×AŠ₂|,o0000745,,,false,U+1200B,,𒀋,CUNEIFORM SIGN AB TIMES ASH2,osl
s-o0000753,|AB×NUN@t|,o0000753,o0000745,,false,,,,,osl
s-o0018586,|AB×DIŠ|,o0018586,,,false,,,,,osl
s-o0000746,|AB×DUN₃@g|,o0000746,,,false,U+1200C,,𒀌,CUNEIFORM SIGN AB TIMES DUN3 GUNU,osl
s-o0022994,|NINDA₂×DUN₃@g|,o0022994,o0000746,,false,,,,,osl
s-o0000747,|AB×GAL|,o0000747,,,false,U+1200D,,𒀍,CUNEIFORM SIGN AB TIMES GAL,osl
s-o0022995,|NINDA₂×GAL|,o0022995,o0000747,,false,,,,,osl
s-o0000748,|AB×GAN₂@t|,o0000748,,,false,U+1200E,,𒀎,CUNEIFORM SIGN AB TIMES GAN2 TENU,osl
s-o0000749,|AB×HA|,o0000749,,,false,U+1200F,,𒀏,CUNEIFORM SIGN AB TIMES HA,osl
s-o0018840,|AB×HA.TAG|,o0018840,,,false,U+1200F U+122F3,,𒀏𒋳,,osl
s-o0000750,|AB×IGI@g|,o0000750,,,false,U+12010,,𒀐,CUNEIFORM SIGN AB TIMES IGI GUNU,osl
s-o0023071,|NINDA₂×IGI@g|,o0023071,o0000750,,false,,,,,osl
s-o0000751,|AB×IMIN|,o0000751,,,false,U+12011,,𒀑,CUNEIFORM SIGN AB TIMES IMIN,osl
s-o0031583,|AB×KI|,o0031583,,,false,,,,,osl
