ID,URN,Passage_SHA256,ACTib_Volume,ACTib_Page,ACTib_Line,Status,Distance,Nabu_Text,ACTib_Text
d-toh1-1-38b-7,urn:nabu:derge-kangyur:toh1-1:38b.7,ff0e0cfb0bb59464f0bd4fb5ab40a507c78021903ff901b0acecaba0319b59a9,I1KG9127,76,7,near,2,པའི་ཆོས་ཅན་ཡིན་ནོ།།གང་གི་ཚེ་འཕགས་པའི་ཉན་ཐོས་སྡུག་བསྔལ་ཡང་མ་ཡིན་བདེ་བ་ཡང་མ་ཡིན་པའི་ཚོར་བ་མྱོང་བར་བྱེད་པ་དེའི་ཚེ་ན་དེ་ལ་བདེ་བ་དང་སྡུག་བསྔལ་གྱི་ཚོར་བ་གཉིས་འགག་པར་འགྱུར་ཏེ།དེའི་ཚེ་ན་འཕགས་པའི་ཉན་ཐོས་སྡུག་བསྔལ་ཡང་མ་ཡིན་བདེ་བ་,པས་ཆོས་ཅན་ཡིན་ནོ།།གང་གི་ཚེ་འཕགས་པའི་ཉན་ཐོས་སྡུག་བསྔལ་ཡང་མ་ཡིན་བདེ་བ་ཡང་མ་ཡིན་པའི་ཚོར་བ་མྱོང་བར་བྱེད་པ་དེའི་ཚེ་ན་དེ་ལ་བདེ་བ་དང་སྡུག་བསྔལ་གྱི་ཚོར་བ་གཉིས་འགག་པར་འགྱུར་ཏེ།དེའི་ཚེ་ན་འཕགས་པའི་ཉན་ཐོས་སྡུག་བསྔལ་ཡང་མ་ཡིན་བདེ་བ་
d-toh1-1-43b-6,urn:nabu:derge-kangyur:toh1-1:43b.6,8ca3e1bd3673aef9e9144ad3ab6c98453b67b0f59873f4e36eb487c560f1429b,I1KG9127,86,6,near,1,པས་ད་ལྟར་ཁྱིམ་ཧ་ཅང་ཕྱུག་པར་ཡང་མ་སྐྱེས།ཁྱིམ་ཧ་ཅང་དབུལ་བར་ཡང་མ་སྐྱེས་བར་ཁྱིམ་འབྲིང་པོར་སྐྱེས་ཤིང་རབ་ཏུ་འབྱུང་བ་མང་བར་གྱུར་ཏོ།།དགེ་སློང་དག་དེ་ལྟར་ན་ལས་གཅིག་ཏུ་གནག་པ་རྣམས་ཀྱི་རྣམ་པར་སྨིན་པ་ནི་གཅིག་ཏུ་གནག་པ་ཡིན་ལ།ལས་གཅིག་ཏུ་,པས་ད་ལྟར་ཁྱིམ་ཧ་ཅང་ཕྱུག་པར་ཡང་མ་སྐྱེས།ཁྱིམ་ཧ་ཅང་དབུལ་བར་ཡང་མ་སྐྱེས་པར་ཁྱིམ་འབྲིང་པོར་སྐྱེས་ཤིང་རབ་ཏུ་འབྱུང་བ་མང་བར་གྱུར་ཏོ།།དགེ་སློང་དག་དེ་ལྟར་ན་ལས་གཅིག་ཏུ་གནག་པ་རྣམས་ཀྱི་རྣམ་པར་སྨིན་པ་ནི་གཅིག་ཏུ་གནག་པ་ཡིན་ལ།ལས་གཅིག་ཏུ་
d-toh1-1-45a-7,urn:nabu:derge-kangyur:toh1-1:45a.7,38f22c4191070390a447e21491e68f4d5393b41944c0ea23edfb11c369019b2a,I1KG9127,89,7,near,2,པའི་ཆོས་སུམ་བཅུ་རྩ་བདུན་བསྐྱེད་ནས་རང་བྱང་ཆུབ་མངོན་སུམ་དུ་བྱས་སོ།།དེས་བསམས་པ།བདག་གིས་དྲང་སྲོང་དེ་ལ་ཁས་བླངས་པས་སོང་ལ་དེ་ལ་ཉེ་བར་བསྟན་པར་བྱའོ་སྙམ་མོ།།བདག་ཉིད་ཆེན་པོ་དེ་དག་ནི་ལུས་ཀྱིས་ཆོས་སྟོན་གྱི་ཚིག་གིས་མི་སྟོན་པས་དེ་དེ་ལ་རྗེས་སུ་སྙིང་བརྩེ་,པས་ཆོས་སུམ་བཅུ་རྩ་བདུན་བསྐྱེད་ནས་རང་བྱང་ཆུབ་མངོན་སུམ་དུ་བྱས་སོ།།དེས་བསམས་པ།བདག་གིས་དྲང་སྲོང་དེ་ལ་ཁས་བླངས་པས་སོང་ལ་དེ་ལ་ཉེ་བར་བསྟན་པར་བྱའོ་སྙམ་མོ།།བདག་ཉིད་ཆེན་པོ་དེ་དག་ནི་ལུས་ཀྱིས་ཆོས་སྟོན་གྱི་ཚིག་གིས་མི་སྟོན་པས་དེ་དེ་ལ་རྗེས་སུ་སྙིང་བརྩེ་
d-toh1-1-49a-5,urn:nabu:derge-kangyur:toh1-1:49a.5,b73999a0003145cd110afab8c239b95e5aace9beea8d0e2e38a7980eab6413dc,I1KG9127,97,5,near,4,འཚོའི་བར་དུ་རྐང་གཉིས་རྣམས་ཀྱི་མཆོག་སངས་རྒྱས་ལ་སྐྱབས་སུ་འཆིའོ།།འདོད་ཆགས་དང་བྲལ་བ་རྣམས་ཀྱི་མཆོག་ཆོས་ལ་སྐྱབས་སུ་མཆིའོ།།ཚོགས་རྣམས་ཀྱི་མཆོག་དགེ་འདུན་ལ་སྐྱབས་སུ་འཆིའོ།།བདག་ཇི་སྲིད་འཚོའི་བར་དུ་དགེ་བསྙེན་དུ་བཙུན་པས་,འཚོའི་བར་དུ་རྐང་གཉིས་རྣམས་ཀྱི་མཆོག་སངས་རྒྱས་ལ་སྐྱབས་སུ་མཆིའོ་།།འདོད་ཆགས་དང་བྲལ་བ་རྣམས་ཀྱི་མཆོག་ཆོས་ལ་སྐྱབས་སུ་མཆིའོ།།ཚོགས་རྣམས་ཀྱི་མཆོག་དགེ་འདུན་ལ་སྐྱབས་སུ་མཆིའོ་།།བདག་ཇི་སྲིད་འཚོའི་བར་དུ་དགེ་བསྙེན་དུ་བཙུན་པས་
d-toh1-1-50b-7,urn:nabu:derge-kangyur:toh1-1:50b.7,38d14c4f76562652a2f4ac2ce596a24eff47922d29c985076b6cba7e0286fef9,I1KG9127,100,7,near,2,པའི་སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པ།ཤཱཀྱའི་སེང་གེ།ཤཱཀྱའི་རྒྱལ་པོ་གཙོ་བོ་དེ་རབ་ཏུ་བྱུང་བའི་རྗེས་སུ་རབ་ཏུ་འབྱུང་སྟེ་ཁྱིམ་པའི་རྟགས་སྤོང་ངོ་།།རབ་ཏུ་བྱུང་བའི་རྟགས་ཡང་དག་པར་ལེན་ཏོ།།དེ་བཞིན་དུ་ལན་གཉིས་ལན་གསུམ་དུ་བཟླས།མཁན་པོས་ཐབས་ཡིན་ནོ་,པས་སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པ།ཤཱཀྱའི་སེང་གེ།ཤཱཀྱའི་རྒྱལ་པོ་གཙོ་བོ་དེ་རབ་ཏུ་བྱུང་བའི་རྗེས་སུ་རབ་ཏུ་འབྱུང་སྟེ་ཁྱིམ་པའི་རྟགས་སྤོང་ངོ་།།རབ་ཏུ་བྱུང་བའི་རྟགས་ཡང་དག་པར་ལེན་ཏོ།།དེ་བཞིན་དུ་ལན་གཉིས་ལན་གསུམ་དུ་བཟླས།མཁན་པོས་ཐབས་ཡིན་ནོ་
d-toh1-1-51b-4,urn:nabu:derge-kangyur:toh1-1:51b.4,05fc3bcf2c1f8fd79b6b60224a8d046f8540af8000182f0ee342ad94329bb34e,I1KG9127,102,4,near,1,བཅོས་པའི་ཆང་མྱོས་པར་འགྱུར་བ་བག་མེད་པའི་གནས་དང་།གླུ་གར་དང་།རོལ་མོའི་སྒྲ་དང་།ཕྲེང་བ་དང་།སྤོས་ཉུག་པ་དང་།རྒྱན་དང་ཁ་དོག་འཆང་བ་དང་།ཁྲི་སྟན་མཐོན་པོ་དང་།ཁྲི་སྟན་ཆེན་པོ་དང་།དུས་མ་ཡིན་པའི་ཟས་དང་།གསེར་དངུལ་ལན་པ་སྤངས་,བཅོས་པའི་ཆང་མྱོས་པར་འགྱུར་བ་བག་མེད་པའི་གནས་དང་།གླུ་གར་དང་།རོལ་མོའི་སྒྲ་དང་།ཕྲེང་བ་དང་།སྤོས་ཉུག་པ་དང་།རྒྱན་དང་ཁ་དོག་འཆང་བ་དང་།ཁྲི་སྟན་མཐོན་པོ་དང་།ཁྲི་སྟན་ཆེན་པོ་དང་།དུས་མ་ཡིན་པའི་ཟས་དང་།གསེར་དངུལ་ལེན་པ་སྤངས་
d-toh1-1-53a-1,urn:nabu:derge-kangyur:toh1-1:53a.1,7fb76436adb1b8a1d7fbeef5bd8fa7b624f65761793b9c89387e4d3b006f15d8,I1KG9127,105,1,near,1,པར་བགྱིའོ།།བར་ཆད་མ་བྱུང་ན་བཀྲུའོ།།བརྐྱང་ངོ་།།དྲའ།།བསྡེབ་བོ།།གཟུངས་གདབ་བོ།།དྲུབ་བོ།།ཁ་བསྒྱུར་རོ།།ཡང་ན་འདི་ལ་ལྷན་ཐབས་སུ་གླན་ནོ།།རྐྱེན་ཇི་ལྟ་བ་བཞིན་དུ་བགྱིས་ཏེ།ཆོས་གོས་འདི་རུང་བ་སྤྱད་པར་འོས་པའོ།།དེ་བཞིན་དུ་,པར་བགྱིའོ།།བར་ཆད་མ་བྱུང་ན་བཀྲུའོ།།བརྐྱང་ངོ་།།དྲའོ།།བསྡེབ་བོ།།གཟུངས་གདབ་བོ།།དྲུབ་བོ།།ཁ་བསྒྱུར་རོ།།ཡང་ན་འདི་ལ་ལྷན་ཐབས་སུ་གླན་ནོ།།རྐྱེན་ཇི་ལྟ་བ་བཞིན་དུ་བགྱིས་ཏེ།ཆོས་གོས་འདི་རུང་བ་སྤྱད་པར་འོས་པའོ།།དེ་བཞིན་དུ་
d-toh1-1-60b-1,urn:nabu:derge-kangyur:toh1-1:60b.1,ce42b4de86e355350d87cdf49e2d1cef16b280062f02daf68875f88c36a838a2,I1KG9127,120,1,near,1,རྣམ་གྲངས་དུ་མས་སྨད་དོ།།སྲོག་གཅོད་པ་སྤངས་པ་ནི་བསྟོད་དོ།།བཀུར་རོ།།བསྔགས་སོ།།སྙན་པར་བརྗོད་དོ།།ཚེ་དང་ལྡན་པ་ཁྱོད་དེང་ཕྱིན་ཆད་ཁྱོད་ཀྱི་ཐ་ན་བསམ་བཞིན་དུ་སྲོག་ཆགས་གྲོག་སྦུར་ཡང་གསད་པར་མི་བྱ་ན།མི་འམ་མིར་ཆགས་པ་ལྟ་སྨོས་,རྣམ་གྲངས་དུ་མས་སྨད་དོ།།སྲོག་གཅོད་པ་སྤངས་པ་ནི་བསྟོད་དོ།།བཀུར་རོ།།བསྔགས་སོ།།སྙན་པར་བརྗོད་དོ།།ཚེ་དང་ལྡན་པ་ཁྱོད་དེང་ཕྱིན་ཆད་ཁྱོད་ཀྱི་ཐ་ན་བསམ་བཞིན་དུ་སྲོག་ཆགས་གྲོག་སྦུར་ཡང་གསད་པར་མི་བྱ་ན།མིའམ་མིར་ཆགས་པ་ལྟ་སྨོས་
d-toh1-1-60b-2,urn:nabu:derge-kangyur:toh1-1:60b.2,9b0294feca076043174db4fb77db7077ba82d3bc3bf6635ca91e59c5ce1f4974,I1KG9127,120,2,near,1,ཀྱང་ཅི་དགོས།ཚེ་དང་ལྡན་པ་བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་མཁྱེན་ཅིང་གཟིགས་པ་དེས།ཡང་དགེ་སློང་གང་མི་འམ་མིར་ཆགས་པ་ལ་བསམས་བཞིན་དུ་རང་གིས་ལག་དར་ཏེ་སྲོག་གཅོད་དམ།དེ་ལ་མཚོན་,ཀྱང་ཅི་དགོས།ཚེ་དང་ལྡན་པ་བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་མཁྱེན་ཅིང་གཟིགས་པ་དེས།ཡང་དགེ་སློང་གང་མིའམ་མིར་ཆགས་པ་ལ་བསམས་བཞིན་དུ་རང་གིས་ལག་དར་ཏེ་སྲོག་གཅོད་དམ།དེ་ལ་མཚོན་
d-toh1-1-61b-1,urn:nabu:derge-kangyur:toh1-1:61b.1,e040d78b7dbf11322ae60ce927bf766bb67a582956ad229dbcfc5a4b5762c233,I1KG9127,122,1,near,1,གནོད་སྦྱིན་རྣམས་དང་།ནམ་མཁའ་ལྡིང་རྣམས་དང་།དྲི་ཟ་རྣམས་དང་།མི་འམ་ཅི་རྣམས་དང་།ལྟོ་འཕྱེ་ཆེན་པོ་རྣམས་དང་།ཡི་དགས་རྣམས་དང་།ཤ་ཟ་རྣམས་དང་།གྲུལ་བུམ་རྣམས་དང་།སྲུལ་པོ་རྣམས་དང་།ལུས་སྲུལ་པོ་རྣམས་དང་།རྡུལ་ཁྲོད་ཀྱི་ཤ་ཟ་,གནོད་སྦྱིན་རྣམས་དང་།ནམ་མཁའ་ལྡིང་རྣམས་དང་།དྲི་ཟ་རྣམས་དང་།མིའམ་ཅི་རྣམས་དང་།ལྟོ་འཕྱེ་ཆེན་པོ་རྣམས་དང་།ཡི་དགས་རྣམས་དང་།ཤ་ཟ་རྣམས་དང་།གྲུལ་བུམ་རྣམས་དང་།སྲུལ་པོ་རྣམས་དང་།ལུས་སྲུལ་པོ་རྣམས་དང་།རྡུལ་ཁྲོད་ཀྱི་ཤ་ཟ་
d-toh1-1-61b-2,urn:nabu:derge-kangyur:toh1-1:61b.2,4de7579f7e359a8343ab4e5551506f086e1f6d3634c33a328fbb1971a89aa742,I1KG9127,122,2,near,1,རྣམས་ཀྱི་སྒྲ་ཐོས་སོ།།ལྷ་རྣམས་ཀྱིས་ཀྱང་བདག་གི་སྒྲ་ཐོས་སོ།།ཀླུ་རྣམས་དང་།གནོད་སྦྱིན་རྣམས་དང་།ནམ་མཁའ་ལྡིང་རྣམས་དང་།དྲི་ཟ་རྣམས་དང་།མི་འམ་ཅི་རྣམས་དང་།ལྟོ་འཕྱེ་ཆེན་པོ་རྣམས་དང་།ཡི་དགས་རྣམས་དང་།ཤ་ཟ་རྣམས་དང་།གྲུལ་,རྣམས་ཀྱི་སྒྲ་ཐོས་སོ།།ལྷ་རྣམས་ཀྱིས་ཀྱང་བདག་གི་སྒྲ་ཐོས་སོ།།ཀླུ་རྣམས་དང་།གནོད་སྦྱིན་རྣམས་དང་།ནམ་མཁའ་ལྡིང་རྣམས་དང་།དྲི་ཟ་རྣམས་དང་།མིའམ་ཅི་རྣམས་དང་།ལྟོ་འཕྱེ་ཆེན་པོ་རྣམས་དང་།ཡི་དགས་རྣམས་དང་།ཤ་ཟ་རྣམས་དང་།གྲུལ་
