ID,Gardiner,Subcorpus,Tokens,Docs,Source
D9-bbawtotenlit,D9,bbawtotenlit,47,7,aes
D9-sawlit,D9,sawlit,29,16,aes
D9-sawmedizin,D9,sawmedizin,5,3,aes
D96-all,D96,all,2,2,aes
D96-bbawgrabinschriften,D96,bbawgrabinschriften,2,2,aes
D9A-all,D9A,all,1,1,aes
D9A-sawmedizin,D9A,sawmedizin,1,1,aes
Det-all,Det.,all,2,1,aes
Det-bbawpyramidentexte,Det.,bbawpyramidentexte,2,1,aes
E1-all,E1,all,573,180,aes
E1-bbawamarna,E1,bbawamarna,62,29,aes
E1-bbawgrabinschriften,E1,bbawgrabinschriften,20,18,aes
E1-bbawgraeberspzt,E1,bbawgraeberspzt,1,1,aes
E1-bbawhistbiospzt,E1,bbawhistbiospzt,17,5,aes
E1-bbawpyramidentexte,E1,bbawpyramidentexte,2,2,aes
E1-bbawtempelbib,E1,bbawtempelbib,44,10,aes
E1-bbawtotenlit,E1,bbawtotenlit,79,17,aes
E1-sawlit,E1,sawlit,187,57,aes
E1-sawmedizin,E1,sawmedizin,159,39,aes
E1-tuebingerstelen,E1,tuebingerstelen,2,2,aes
E10-all,E10,all,17,16,aes
E10-bbawamarna,E10,bbawamarna,2,2,aes
E10-bbawgrabinschriften,E10,bbawgrabinschriften,7,7,aes
E10-bbawhistbiospzt,E10,bbawhistbiospzt,2,1,aes
E10-bbawtempelbib,E10,bbawtempelbib,1,1,aes
E10-sawlit,E10,sawlit,2,2,aes
E10-sawmedizin,E10,sawmedizin,2,2,aes
E10-smaek,E10,smaek,1,1,aes
E100-all,E100,all,1,1,aes
E100-sawlit,E100,sawlit,1,1,aes
E100A-all,E100A,all,1,1,aes
E100A-sawlit,E100A,sawlit,1,1,aes
E101-all,E101,all,1,1,aes
E101-sawlit,E101,sawlit,1,1,aes
E101A-all,E101A,all,3,2,aes
E101A-sawlit,E101A,sawlit,3,2,aes
E11-all,E11,all,21,17,aes
E11-bbawamarna,E11,bbawamarna,1,1,aes
E11-bbawgrabinschriften,E11,bbawgrabinschriften,9,9,aes
E11-sawlit,E11,sawlit,11,7,aes
E12-all,E12,all,17,12,aes
E12-sawlit,E12,sawlit,4,3,aes
E12-sawmedizin,E12,sawmedizin,13,9,aes
E128-all,E128,all,2,2,aes
E128-sawlit,E128,sawlit,2,2,aes
E13-all,E13,all,4,2,aes
E13-sawlit,E13,sawlit,4,2,aes
E130-all,E130,all,5,5,aes
E130-bbawgrabinschriften,E130,bbawgrabinschriften,5,5,aes
E134-all,E134,all,1,1,aes
E134-sawlit,E134,sawlit,1,1,aes
E14-all,E14,all,6,4,aes
E14-bbawhistbiospzt,E14,bbawhistbiospzt,1,1,aes
E14-bbawtotenlit,E14,bbawtotenlit,1,1,aes
E14-sawlit,E14,sawlit,2,1,aes
E14-sawmedizin,E14,sawmedizin,2,1,aes
E143-all,E143,all,17,14,aes
E143-bbawgrabinschriften,E143,bbawgrabinschriften,17,14,aes
E143A-all,E143A,all,1,1,aes
E143A-bbawgrabinschriften,E143A,bbawgrabinschriften,1,1,aes
E143B-all,E143B,all,1,1,aes
E143B-bbawgrabinschriften,E143B,bbawgrabinschriften,1,1,aes
E145A-all,E145A,all,18,13,aes
E145A-sawlit,E145A,sawlit,18,13,aes
E145B-all,E145B,all,1,1,aes
E145B-sawlit,E145B,sawlit,1,1,aes
E147-all,E147,all,1,1,aes
E147-bbawtempelbib,E147,bbawtempelbib,1,1,aes
E148-all,E148,all,2,2,aes
E148-bbawtempelbib,E148,bbawtempelbib,1,1,aes
E148-bbawtotenlit,E148,bbawtotenlit,1,1,aes
E14A-all,E14A,all,1,1,aes
E14A-sawlit,E14A,sawlit,1,1,aes
E14B-all,E14B,all,1,1,aes
E14B-sawlit,E14B,sawlit,1,1,aes
E15-all,E15,all,227,197,aes
E15-bbawgrabinschriften,E15,bbawgrabinschriften,217,187,aes
E15-bbawtotenlit,E15,bbawtotenlit,1,1,aes
E15-sawlit,E15,sawlit,8,8,aes
E15-sawmedizin,E15,sawmedizin,1,1,aes
E151A-all,E151A,all,1,1,aes
E151A-sawlit,E151A,sawlit,1,1,aes
E15A-all,E15A,all,4,2,aes
E15A-sawlit,E15A,sawlit,4,2,aes
E16-all,E16,all,31,23,aes
E16-bbawgrabinschriften,E16,bbawgrabinschriften,10,8,aes
E16-sawlit,E16,sawlit,21,15,aes
E166-all,E166,all,1,1,aes
E166-bbawgrabinschriften,E166,bbawgrabinschriften,1,1,aes
E16A-all,E16A,all,26,23,aes
E16A-bbawgrabinschriften,E16A,bbawgrabinschriften,2,2,aes
E16A-sawlit,E16A,sawlit,24,21,aes
E17-all,E17,all,166,148,aes
E17-bbawgrabinschriften,E17,bbawgrabinschriften,134,121,aes
E17-bbawpyramidentexte,E17,bbawpyramidentexte,1,1,aes
E17-bbawtempelbib,E17,bbawtempelbib,5,4,aes
E17-bbawtotenlit,E17,bbawtotenlit,4,3,aes
E17-sawlit,E17,sawlit,18,16,aes
E17-sawmedizin,E17,sawmedizin,3,2,aes
E17-tuebingerstelen,E17,tuebingerstelen,1,1,aes
E174-all,E174,all,1,1,aes
E174-sawlit,E174,sawlit,1,1,aes
E174E-all,E174E,all,1,1,aes
E174E-sawlit,E174E,sawlit,1,1,aes
E176-all,E176,all,3,3,aes
E176-sawlit,E176,sawlit,3,3,aes
E177-all,E177,all,1,1,aes
E177-sawlit,E177,sawlit,1,1,aes
E17A-all,E17A,all,1,1,aes
E17A-bbawgrabinschriften,E17A,bbawgrabinschriften,1,1,aes
E18-all,E18,all,16,12,aes
E18-sawlit,E18,sawlit,16,12,aes
E181-all,E181,all,1,1,aes
E181-sawlit,E181,sawlit,1,1,aes
E186-all,E186,all,3,2,aes
E186-bbawamarna,E186,bbawamarna,1,1,aes
E186-sawlit,E186,sawlit,2,1,aes
E19-all,E19,all,3,2,aes
E19-sawlit,E19,sawlit,3,2,aes
E198-all,E198,all,1,1,aes
E198-sawlit,E198,sawlit,1,1,aes
E199-all,E199,all,3,1,aes
E199-bbawhistbiospzt,E199,bbawhistbiospzt,3,1,aes
E1B-all,E1B,all,7,1,aes
E1B-bbawhistbiospzt,E1B,bbawhistbiospzt,7,1,aes
E2-all,E2,all,8,7,aes
E2-sawlit,E2,sawlit,8,7,aes
E20-all,E20,all,55,31,aes
E20-bbawamarna,E20,bbawamarna,3,2,aes
E20-sawlit,E20,sawlit,28,13,aes
E20-sawmedizin,E20,sawmedizin,24,16,aes
E201-all,E201,all,1,1,aes
E201-bbawtempelbib,E201,bbawtempelbib,1,1,aes
E201A-all,E201A,all,2,1,aes
E201A-bbawhistbiospzt,E201A,bbawhistbiospzt,2,1,aes
E208-all,E208,all,1,1,aes
E208-bbawhistbiospzt,E208,bbawhistbiospzt,1,1,aes
E21-all,E21,all,132,40,aes
E21-bbawgrabinschriften,E21,bbawgrabinschriften,1,1,aes
E21-bbawtempelbib,E21,bbawtempelbib,17,3,aes
E21-sawlit,E21,sawlit,40,20,aes
E21-sawmedizin,E21,sawmedizin,74,16,aes
E216-all,E216,all,1,1,aes
E216-bbawtotenlit,E216,bbawtotenlit,1,1,aes
E217-all,E217,all,1,1,aes
E217-bbawtempelbib,E217,bbawtempelbib,1,1,aes
E21E-all,E21E,all,2,2,aes
E21E-bbawtempelbib,E21E,bbawtempelbib,1,1,aes
E21E-sawlit,E21E,sawlit,1,1,aes
E22-all,E22,all,2,2,aes
E22-bbawhistbiospzt,E22,bbawhistbiospzt,1,1,aes
E22-sawlit,E22,sawlit,1,1,aes
E22A-all,E22A,all,1,1,aes
E22A-bbawamarna,E22A,bbawamarna,1,1,aes
E23-all,E23,all,259,119,aes
E23-bbawamarna,E23,bbawamarna,21,15,aes
E23-bbawgrabinschriften,E23,bbawgrabinschriften,4,4,aes
E23-bbawgraeberspzt,E23,bbawgraeberspzt,6,6,aes
E23-bbawhistbiospzt,E23,bbawhistbiospzt,33,14,aes
E23-bbawpyramidentexte,E23,bbawpyramidentexte,8,2,aes
E23-bbawtempelbib,E23,bbawtempelbib,27,7,aes
E23-bbawtotenlit,E23,bbawtotenlit,43,10,aes
E23-sawlit,E23,sawlit,95,48,aes
E23-sawmedizin,E23,sawmedizin,21,12,aes
E23-tuebingerstelen,E23,tuebingerstelen,1,1,aes
E23A-all,E23A,all,7,7,aes
E23A-bbawgrabinschriften,E23A,bbawgrabinschriften,4,4,aes
E23A-bbawhistbiospzt,E23A,bbawhistbiospzt,1,1,aes
E23A-bbawtempelbib,E23A,bbawtempelbib,2,2,aes
E24-all,E24,all,4,3,aes
E24-bbawhistbiospzt,E24,bbawhistbiospzt,2,1,aes
E24-sawlit,E24,sawlit,2,2,aes
E244-all,E244,all,1,1,aes
E244-sawlit,E244,sawlit,1,1,aes
E25-all,E25,all,1,1,aes
E25-sawlit,E25,sawlit,1,1,aes
E254-all,E254,all,1,1,aes
E254-sawlit,E254,sawlit,1,1,aes
E258-all,E258,all,1,1,aes
E258-sawmedizin,E258,sawmedizin,1,1,aes
E26-all,E26,all,1,1,aes
E26-sawlit,E26,sawlit,1,1,aes
E27-all,E27,all,6,4,aes
E27-bbawgrabinschriften,E27,bbawgrabinschriften,1,1,aes
E27-bbawhistbiospzt,E27,bbawhistbiospzt,4,2,aes
E27-sawlit,E27,sawlit,1,1,aes
E28-all,E28,all,14,9,aes
E28-bbawamarna,E28,bbawamarna,7,4,aes
E28-bbawgrabinschriften,E28,bbawgrabinschriften,3,3,aes
E28-sawlit,E28,sawlit,4,2,aes
E29-all,E29,all,2,2,aes
E29-sawlit,E29,sawlit,2,2,aes
E3-all,E3,all,10,9,aes
E3-bbawamarna,E3,bbawamarna,2,2,aes
E3-bbawhistbiospzt,E3,bbawhistbiospzt,2,1,aes
E3-bbawtempelbib,E3,bbawtempelbib,1,1,aes
E3-bbawtotenlit,E3,bbawtotenlit,3,3,aes
E3-sawlit,E3,sawlit,1,1,aes
E3-sawmedizin,E3,sawmedizin,1,1,aes
E30-all,E30,all,2,1,aes
E30-bbawtotenlit,E30,bbawtotenlit,2,1,aes
E31-all,E31,all,50,38,aes
E31-bbawamarna,E31,bbawamarna,7,7,aes
E31-bbawgrabinschriften,E31,bbawgrabinschriften,4,4,aes
E31-bbawgraeberspzt,E31,bbawgraeberspzt,1,1,aes
E31-bbawhistbiospzt,E31,bbawhistbiospzt,1,1,aes
E31-sawlit,E31,sawlit,36,24,aes
E31-tuebingerstelen,E31,tuebingerstelen,1,1,aes
E311-all,E311,all,8,4,aes
E311-bbawtempelbib,E311,bbawtempelbib,1,1,aes
E311-bbawtotenlit,E311,bbawtotenlit,7,3,aes
E312-all,E312,all,1,1,aes
E312-bbawtempelbib,E312,bbawtempelbib,1,1,aes
E313-all,E313,all,1,1,aes
E313-bbawtotenlit,E313,bbawtotenlit,1,1,aes
E314-all,E314,all,1,1,aes
E314-bbawtotenlit,E314,bbawtotenlit,1,1,aes
E315-all,E315,all,1,1,aes
E315-bbawtempelbib,E315,bbawtempelbib,1,1,aes
E316-all,E316,all,1,1,aes
E316-bbawhistbiospzt,E316,bbawhistbiospzt,1,1,aes
E317-all,E317,all,5,1,aes
E317-bbawtempelbib,E317,bbawtempelbib,5,1,aes
E32-all,E32,all,4,3,aes
E32-bbawamarna,E32,bbawamarna,1,1,aes
E32-sawlit,E32,sawlit,2,1,aes
E32-sawmedizin,E32,sawmedizin,1,1,aes
E33-all,E33,all,1,1,aes
E33-bbawhistbiospzt,E33,bbawhistbiospzt,1,1,aes
E34-all,E34,all,2024,368,aes
E34-bbawamarna,E34,bbawamarna,81,42,aes
E34-bbawgrabinschriften,E34,bbawgrabinschriften,79,65,aes
E34-bbawgraeberspzt,E34,bbawgraeberspzt,27,21,aes
E34-bbawhistbiospzt,E34,bbawhistbiospzt,66,9,aes
E34-bbawpyramidentexte,E34,bbawpyramidentexte,32,1,aes
E34-bbawtempelbib,E34,bbawtempelbib,159,9,aes
E34-bbawtotenlit,E34,bbawtotenlit,332,17,aes
E34-sawlit,E34,sawlit,960,153,aes
E34-sawmedizin,E34,sawmedizin,284,48,aes
E34-smaek,E34,smaek,2,1,aes
E34-tuebingerstelen,E34,tuebingerstelen,2,2,aes
E34B-all,E34B,all,7,2,aes
E34B-bbawhistbiospzt,E34B,bbawhistbiospzt,7,2,aes
E35-all,E35,all,2,2,aes
E35-bbawtempelbib,E35,bbawtempelbib,1,1,aes
E35-sawlit,E35,sawlit,1,1,aes
E4-all,E4,all,2,2,aes
E4-sawlit,E4,sawlit,2,2,aes
E6-all,E6,all,6,6,aes
E6-bbawamarna,E6,bbawamarna,5,5,aes
E6-sawlit,E6,sawlit,1,1,aes
E6A-all,E6A,all,16,11,aes
E6A-bbawamarna,E6A,bbawamarna,10,10,aes
E6A-bbawhistbiospzt,E6A,bbawhistbiospzt,6,1,aes
E7-all,E7,all,12,6,aes
E7-bbawhistbiospzt,E7,bbawhistbiospzt,1,1,aes
E7-sawlit,E7,sawlit,11,5,aes
E8-all,E8,all,117,56,aes
E8-bbawgrabinschriften,E8,bbawgrabinschriften,2,2,aes
E8-bbawtempelbib,E8,bbawtempelbib,11,2,aes
E8-bbawtotenlit,E8,bbawtotenlit,1,1,aes
E8-sawlit,E8,sawlit,35,20,aes
E8-sawmedizin,E8,sawmedizin,63,29,aes
E8-tuebingerstelen,E8,tuebingerstelen,5,2,aes
E82-all,E82,all,1,1,aes
E82-bbawgrabinschriften,E82,bbawgrabinschriften,1,1,aes
E83-all,E83,all,1,1,aes
E83-bbawhistbiospzt,E83,bbawhistbiospzt,1,1,aes
E8A-all,E8A,all,12,5,aes
E8A-bbawamarna,E8A,bbawamarna,1,1,aes
E8A-bbawtempelbib,E8A,bbawtempelbib,2,1,aes
E8A-sawlit,E8A,sawlit,9,3,aes
E8B-all,E8B,all,1,1,aes
E8B-sawlit,E8B,sawlit,1,1,aes
E8S-all,E8S,all,2,2,aes
E8S-bbawamarna,E8S,bbawamarna,1,1,aes
E8S-bbawtempelbib,E8S,bbawtempelbib,1,1,aes
E9-all,E9,all,405,163,aes
E9-bbawamarna,E9,bbawamarna,6,5,aes
E9-bbawgrabinschriften,E9,bbawgrabinschriften,55,31,aes
E9-bbawgraeberspzt,E9,bbawgraeberspzt,5,4,aes
E9-bbawhistbiospzt,E9,bbawhistbiospzt,9,3,aes
E9-bbawtempelbib,E9,bbawtempelbib,31,6,aes
E9-bbawtotenlit,E9,bbawtotenlit,54,9,aes
E9-sawlit,E9,sawlit,147,70,aes
E9-sawmedizin,E9,sawmedizin,97,34,aes
E9-tuebingerstelen,E9,tuebingerstelen,1,1,aes
E92-all,E92,all,1,1,aes
E92-bbawgrabinschriften,E92,bbawgrabinschriften,1,1,aes
E92D-all,E92D,all,1,1,aes
E92D-sawlit,E92D,sawlit,1,1,aes
F1-all,F1,all,144,121,aes
F1-bbawamarna,F1,bbawamarna,1,1,aes
F1-bbawgrabinschriften,F1,bbawgrabinschriften,88,77,aes
F1-bbawgraeberspzt,F1,bbawgraeberspzt,3,3,aes
F1-bbawhistbiospzt,F1,bbawhistbiospzt,2,2,aes
F1-sawlit,F1,sawlit,36,27,aes
F1-sawmedizin,F1,sawmedizin,3,2,aes
F1-tuebingerstelen,F1,tuebingerstelen,11,9,aes
F10-all,F10,all,146,58,aes
F10-bbawamarna,F10,bbawamarna,6,6,aes
F10-bbawgrabinschriften,F10,bbawgrabinschriften,1,1,aes
F10-bbawgraeberspzt,F10,bbawgraeberspzt,1,1,aes
F10-bbawhistbiospzt,F10,bbawhistbiospzt,1,1,aes
F10-bbawtempelbib,F10,bbawtempelbib,29,7,aes
F10-bbawtotenlit,F10,bbawtotenlit,24,11,aes
F10-sawlit,F10,sawlit,19,13,aes
F10-sawmedizin,F10,sawmedizin,65,18,aes
F102-all,F102,all,6,5,aes
F102-sawlit,F102,sawlit,6,5,aes
F107-all,F107,all,1,1,aes
F107-sawlit,F107,sawlit,1,1,aes
F11-all,F11,all,3,3,aes
F11-bbawgrabinschriften,F11,bbawgrabinschriften,1,1,aes
F11-sawlit,F11,sawlit,2,2,aes
F113-all,F113,all,1,1,aes
F113-bbawgrabinschriften,F113,bbawgrabinschriften,1,1,aes
F114-all,F114,all,1,1,aes
F114-sawlit,F114,sawlit,1,1,aes
F118B-all,F118B,all,5,5,aes
F118B-sawmedizin,F118B,sawmedizin,5,5,aes
F119-all,F119,all,4,2,aes
F119-bbawgrabinschriften,F119,bbawgrabinschriften,1,1,aes
F119-bbawtempelbib,F119,bbawtempelbib,3,1,aes
F11A-all,F11A,all,7,4,aes
F11A-bbawpyramidentexte,F11A,bbawpyramidentexte,1,1,aes
F11A-bbawtotenlit,F11A,bbawtotenlit,5,2,aes
F11A-sawlit,F11A,sawlit,1,1,aes
F12-all,F12,all,225,129,aes
F12-bbawamarna,F12,bbawamarna,14,13,aes
F12-bbawgrabinschriften,F12,bbawgrabinschriften,25,22,aes
F12-bbawhistbiospzt,F12,bbawhistbiospzt,1,1,aes
F12-bbawpyramidentexte,F12,bbawpyramidentexte,6,2,aes
F12-bbawtempelbib,F12,bbawtempelbib,4,2,aes
F12-bbawtotenlit,F12,bbawtotenlit,17,4,aes
F12-sawlit,F12,sawlit,141,73,aes
F12-sawmedizin,F12,sawmedizin,9,5,aes
F12-smaek,F12,smaek,2,2,aes
F12-tuebingerstelen,F12,tuebingerstelen,6,5,aes
F12A-all,F12A,all,4,4,aes
F12A-bbawgrabinschriften,F12A,bbawgrabinschriften,1,1,aes
F12A-bbawgraeberspzt,F12A,bbawgraeberspzt,2,2,aes
F12A-sawlit,F12A,sawlit,1,1,aes
F13-all,F13,all,517,250,aes
F13-bbawamarna,F13,bbawamarna,13,9,aes
F13-bbawgrabinschriften,F13,bbawgrabinschriften,96,88,aes
F13-bbawgraeberspzt,F13,bbawgraeberspzt,2,2,aes
F13-bbawhistbiospzt,F13,bbawhistbiospzt,12,4,aes
F13-bbawpyramidentexte,F13,bbawpyramidentexte,8,2,aes
F13-bbawtempelbib,F13,bbawtempelbib,29,8,aes
F13-bbawtotenlit,F13,bbawtotenlit,69,14,aes
F13-sawlit,F13,sawlit,233,107,aes
F13-sawmedizin,F13,sawmedizin,51,13,aes
F13-tuebingerstelen,F13,tuebingerstelen,4,3,aes
F134-all,F134,all,3,3,aes
F134-bbawhistbiospzt,F134,bbawhistbiospzt,3,3,aes
F139-all,F139,all,1,1,aes
F139-bbawpyramidentexte,F139,bbawpyramidentexte,1,1,aes
F14-all,F14,all,5,4,aes
F14-bbawamarna,F14,bbawamarna,1,1,aes
F14-bbawgraeberspzt,F14,bbawgraeberspzt,1,1,aes
F14-bbawhistbiospzt,F14,bbawhistbiospzt,3,2,aes
F140-all,F140,all,4,4,aes
F140-sawlit,F140,sawlit,4,4,aes
F141-all,F141,all,1,1,aes
F141-sawlit,F141,sawlit,1,1,aes
F143-all,F143,all,8,3,aes
F143-sawlit,F143,sawlit,1,1,aes
F143-sawmedizin,F143,sawmedizin,7,2,aes
F143A-all,F143A,all,10,7,aes
F143A-bbawamarna,F143A,bbawamarna,1,1,aes
F143A-bbawhistbiospzt,F143A,bbawhistbiospzt,1,1,aes
F143A-bbawtempelbib,F143A,bbawtempelbib,3,2,aes
F143A-bbawtotenlit,F143A,bbawtotenlit,4,2,aes
F143A-sawmedizin,F143A,sawmedizin,1,1,aes
F144-all,F144,all,1,1,aes
F144-bbawhistbiospzt,F144,bbawhistbiospzt,1,1,aes
F15-all,F15,all,2,2,aes
F15-bbawamarna,F15,bbawamarna,1,1,aes
F15-sawmedizin,F15,sawmedizin,1,1,aes
F158A-all,F158A,all,1,1,aes
F158A-bbawtempelbib,F158A,bbawtempelbib,1,1,aes
F16-all,F16,all,97,55,aes
F16-bbawamarna,F16,bbawamarna,1,1,aes
F16-bbawgrabinschriften,F16,bbawgrabinschriften,8,8,aes
F16-bbawhistbiospzt,F16,bbawhistbiospzt,1,1,aes
F16-bbawtempelbib,F16,bbawtempelbib,22,8,aes
F16-bbawtotenlit,F16,bbawtotenlit,5,4,aes
F16-sawlit,F16,sawlit,48,26,aes
F16-sawmedizin,F16,sawmedizin,12,7,aes
F17-all,F17,all,31,17,aes
F17-bbawhistbiospzt,F17,bbawhistbiospzt,3,1,aes
F17-bbawtempelbib,F17,bbawtempelbib,7,4,aes
F17-bbawtotenlit,F17,bbawtotenlit,9,3,aes
F17-sawlit,F17,sawlit,7,5,aes
F17-sawmedizin,F17,sawmedizin,5,4,aes
F172-all,F172,all,1,1,aes
F172-sawmedizin,F172,sawmedizin,1,1,aes
F174-all,F174,all,2,1,aes
F174-sawlit,F174,sawlit,2,1,aes
F178-all,F178,all,3,2,aes
F178-bbawtempelbib,F178,bbawtempelbib,1,1,aes
F178-bbawtotenlit,F178,bbawtotenlit,2,1,aes
F18-all,F18,all,806,257,aes
F18-bbawamarna,F18,bbawamarna,87,62,aes
F18-bbawgrabinschriften,F18,bbawgrabinschriften,23,23,aes
F18-bbawgraeberspzt,F18,bbawgraeberspzt,18,13,aes
F18-bbawhistbiospzt,F18,bbawhistbiospzt,12,7,aes
F18-bbawtempelbib,F18,bbawtempelbib,75,7,aes
F18-bbawtotenlit,F18,bbawtotenlit,253,16,aes
F18-sawlit,F18,sawlit,211,86,aes
F18-sawmedizin,F18,sawmedizin,122,38,aes
F18-smaek,F18,smaek,1,1,aes
F18-tuebingerstelen,F18,tuebingerstelen,4,4,aes
F181-all,F181,all,1,1,aes
F181-bbawgrabinschriften,F181,bbawgrabinschriften,1,1,aes
F19-all,F19,all,15,2,aes
F19-sawlit,F19,sawlit,1,1,aes
F19-sawmedizin,F19,sawmedizin,14,1,aes
F19B-all,F19B,all,2,2,aes
F19B-bbawtotenlit,F19B,bbawtotenlit,2,2,aes
F20-all,F20,all,645,292,aes
F20-bbawamarna,F20,bbawamarna,112,61,aes
F20-bbawgrabinschriften,F20,bbawgrabinschriften,56,56,aes
F20-bbawgraeberspzt,F20,bbawgraeberspzt,19,16,aes
F20-bbawhistbiospzt,F20,bbawhistbiospzt,24,3,aes
F20-bbawpyramidentexte,F20,bbawpyramidentexte,2,2,aes
F20-bbawtempelbib,F20,bbawtempelbib,15,5,aes
F20-bbawtotenlit,F20,bbawtotenlit,80,10,aes
F20-sawlit,F20,sawlit,212,92,aes
F20-sawmedizin,F20,sawmedizin,94,32,aes
F20-smaek,F20,smaek,7,5,aes
F20-tuebingerstelen,F20,tuebingerstelen,24,10,aes
F205-all,F205,all,1,1,aes
F205-bbawamarna,F205,bbawamarna,1,1,aes
F21-all,F21,all,627,183,aes
F21-bbawamarna,F21,bbawamarna,38,27,aes
F21-bbawgrabinschriften,F21,bbawgrabinschriften,3,3,aes
F21-bbawhistbiospzt,F21,bbawhistbiospzt,12,4,aes
F21-bbawtempelbib,F21,bbawtempelbib,24,7,aes
F21-bbawtotenlit,F21,bbawtotenlit,85,16,aes
F21-sawlit,F21,sawlit,319,97,aes
F21-sawmedizin,F21,sawmedizin,144,27,aes
F21-smaek,F21,smaek,1,1,aes
F21-tuebingerstelen,F21,tuebingerstelen,1,1,aes
F22-all,F22,all,457,155,aes
F22-bbawamarna,F22,bbawamarna,16,11,aes
F22-bbawgrabinschriften,F22,bbawgrabinschriften,12,12,aes
F22-bbawgraeberspzt,F22,bbawgraeberspzt,1,1,aes
F22-bbawhistbiospzt,F22,bbawhistbiospzt,13,3,aes
F22-bbawtempelbib,F22,bbawtempelbib,34,6,aes
F22-bbawtotenlit,F22,bbawtotenlit,29,10,aes
F22-sawlit,F22,sawlit,173,75,aes
F22-sawmedizin,F22,sawmedizin,178,36,aes
F22-tuebingerstelen,F22,tuebingerstelen,1,1,aes
F23-all,F23,all,39,31,aes
F23-bbawgrabinschriften,F23,bbawgrabinschriften,3,2,aes
F23-bbawhistbiospzt,F23,bbawhistbiospzt,1,1,aes
F23-bbawpyramidentexte,F23,bbawpyramidentexte,2,2,aes
F23-sawlit,F23,sawlit,25,21,aes
F23-sawmedizin,F23,sawmedizin,8,5,aes
F24-all,F24,all,62,48,aes
F24-bbawamarna,F24,bbawamarna,2,2,aes
F24-bbawgrabinschriften,F24,bbawgrabinschriften,47,36,aes
F24-bbawgraeberspzt,F24,bbawgraeberspzt,1,1,aes
F24-bbawhistbiospzt,F24,bbawhistbiospzt,3,1,aes
F24-bbawtempelbib,F24,bbawtempelbib,3,2,aes
F24-bbawtotenlit,F24,bbawtotenlit,3,3,aes
F24-sawlit,F24,sawlit,3,3,aes
F25-all,F25,all,190,114,aes
F25-bbawamarna,F25,bbawamarna,40,33,aes
F25-bbawgrabinschriften,F25,bbawgrabinschriften,10,9,aes
F25-bbawhistbiospzt,F25,bbawhistbiospzt,9,1,aes
F25-bbawpyramidentexte,F25,bbawpyramidentexte,2,2,aes
F25-bbawtempelbib,F25,bbawtempelbib,13,5,aes
F25-bbawtotenlit,F25,bbawtotenlit,20,6,aes
F25-sawlit,F25,sawlit,76,44,aes
F25-sawmedizin,F25,sawmedizin,18,12,aes
F25-tuebingerstelen,F25,tuebingerstelen,2,2,aes
F26-all,F26,all,351,152,aes
F26-bbawamarna,F26,bbawamarna,25,19,aes
F26-bbawgrabinschriften,F26,bbawgrabinschriften,13,12,aes
F26-bbawgraeberspzt,F26,bbawgraeberspzt,5,4,aes
F26-bbawhistbiospzt,F26,bbawhistbiospzt,7,3,aes
F26-bbawtempelbib,F26,bbawtempelbib,17,5,aes
F26-bbawtotenlit,F26,bbawtotenlit,29,7,aes
F26-sawlit,F26,sawlit,179,74,aes
F26-sawmedizin,F26,sawmedizin,71,23,aes
F26-smaek,F26,smaek,2,2,aes
F26-tuebingerstelen,F26,tuebingerstelen,3,3,aes
F27-all,F27,all,448,103,aes
F27-bbawamarna,F27,bbawamarna,4,2,aes
F27-bbawgrabinschriften,F27,bbawgrabinschriften,4,4,aes
F27-bbawgraeberspzt,F27,bbawgraeberspzt,2,2,aes
F27-bbawhistbiospzt,F27,bbawhistbiospzt,16,2,aes
F27-bbawtempelbib,F27,bbawtempelbib,69,7,aes
F27-bbawtotenlit,F27,bbawtotenlit,5,3,aes
F27-sawlit,F27,sawlit,144,46,aes
F27-sawmedizin,F27,sawmedizin,204,37,aes
F27A-all,F27A,all,1,1,aes
F27A-bbawhistbiospzt,F27A,bbawhistbiospzt,1,1,aes
F28-all,F28,all,135,58,aes
F28-bbawamarna,F28,bbawamarna,32,19,aes
F28-bbawgrabinschriften,F28,bbawgrabinschriften,5,5,aes
F28-bbawgraeberspzt,F28,bbawgraeberspzt,2,2,aes
F28-bbawtempelbib,F28,bbawtempelbib,31,6,aes
F28-bbawtotenlit,F28,bbawtotenlit,32,9,aes
F28-sawlit,F28,sawlit,21,10,aes
F28-sawmedizin,F28,sawmedizin,12,7,aes
F29-all,F29,all,173,74,aes
F29-bbawamarna,F29,bbawamarna,18,11,aes
F29-bbawgrabinschriften,F29,bbawgrabinschriften,3,3,aes
F29-bbawgraeberspzt,F29,bbawgraeberspzt,1,1,aes
F29-bbawhistbiospzt,F29,bbawhistbiospzt,3,1,aes
F29-bbawpyramidentexte,F29,bbawpyramidentexte,1,1,aes
F29-bbawtempelbib,F29,bbawtempelbib,16,6,aes
F29-bbawtotenlit,F29,bbawtotenlit,27,8,aes
F29-sawlit,F29,sawlit,55,25,aes
F29-sawmedizin,F29,sawmedizin,49,18,aes
F29A-all,F29A,all,1,1,aes
F29A-bbawtotenlit,F29A,bbawtotenlit,1,1,aes
F29C-all,F29C,all,4,3,aes
F29C-bbawgrabinschriften,F29C,bbawgrabinschriften,4,3,aes
F3-all,F3,all,2,2,aes
F3-bbawgrabinschriften,F3,bbawgrabinschriften,1,1,aes
F3-sawlit,F3,sawlit,1,1,aes
F30-all,F30,all,298,136,aes
F30-bbawamarna,F30,bbawamarna,6,6,aes
